t,q1,q2,dq1,dq2,ddq1,ddq2,tau1,tau2
1.999999999999957367e-01,5.846569875893409263e-01,-6.975423284961467241e-01,-3.106408749299058303e-01,5.889227275269272137e-03,-6.016334485392631909e-02,-5.162269436941425288e-02,-4.073561288319000884e-01,7.228843329409603835e-02
2.099999999999955236e-01,5.815928921014029696e-01,-6.973248307561775716e-01,-3.112294871747835479e-01,5.370442958544698921e-03,-5.756296554436494961e-02,-5.213242269323292710e-02,-4.056887895922773324e-01,7.124190364624617688e-02
2.199999999999953104e-01,5.785232257665572364e-01,-6.971129907869739739e-01,-3.117922038385981254e-01,4.846609593483918246e-03,-5.498433465055255903e-02,-5.263253459045515170e-02,-4.040568597142292773e-01,7.016491626994184050e-02
2.299999999999950973e-01,5.754482462626532291e-01,-6.969068799069439990e-01,-3.123292453124453805e-01,4.317822502154978863e-03,-5.242802931740411093e-02,-5.312319775691236312e-02,-4.024606259374661210e-01,6.905787465991509999e-02
2.399999999999948841e-01,5.723682089789389194e-01,-6.967065673685337579e-01,-3.128408376412689651e-01,3.784175350765638622e-03,-4.989460319852891124e-02,-5.360457561946802008e-02,-4.009003329634511781e-01,6.792119408221079790e-02
2.499999999999946709e-01,5.692833669606897073e-01,-6.965121203852847609e-01,-3.133272122897715062e-01,3.245760193727337435e-03,-4.738458662401212607e-02,-5.407682706079027651e-02,-3.993761843539698764e-01,6.675530143689473173e-02
2.599999999999944578e-01,5.661939708561856133e-01,-6.963236041593381387e-01,-3.137886059100989944e-01,2.702667520481571647e-03,-4.489848678725237574e-02,-5.454010614213545410e-02,-3.978883434447871292e-01,6.556063511255033616e-02
2.699999999999942446e-01,5.631002688660194933e-01,-6.961410819093226676e-01,-3.142252601114648436e-01,2.154986305108198483e-03,-4.243678794614710870e-02,-5.499456182412986588e-02,-3.964369342730538759e-01,6.433764483232388975e-02
2.799999999999940314e-01,5.600025066947090790e-01,-6.959646148985761949e-01,-3.146374212318689967e-01,1.602804058735117889e-03,-3.999995164025311328e-02,-5.544033768587846439e-02,-3.950220425171180882e-01,6.308679149130295982e-02
2.899999999999938183e-01,5.569009275045927465e-01,-6.957942624636160867e-01,-3.150253401120534091e-01,1.046206884762186087e-03,-3.758841692129571282e-02,-5.587757164310405006e-02,-3.936437164474110295e-01,6.180854698504237299e-02
2.999999999999936051e-01,5.537957718719873634e-01,-6.956300820427884224e-01,-3.153892718718313004e-01,4.852795369043843687e-04,-3.520260059691907029e-02,-5.630639566647151206e-02,-3.923019678871016991e-01,6.050339402909510333e-02
3.099999999999933920e-01,5.506872777455833479e-01,-6.954721292050597414e-01,-3.157294756889218457e-01,-7.989451995529133800e-05,-3.284289748777137474e-02,-5.672693550151389902e-02,-3.909967731811946345e-01,5.917182596942494738e-02
3.199999999999931788e-01,5.475756804070682771e-01,-6.953204576788653002e-01,-3.160462145804054379e-01,-6.492330461263532077e-04,-3.050968069479175621e-02,-5.713931039175263599e-02,-3.897280741727868203e-01,5.781434658360995460e-02
3.299999999999929656e-01,5.444612124339305304e-01,-6.951751193809482254e-01,-3.163397551869172597e-01,-1.222654960724907716e-03,-2.820330187929150773e-02,-5.754363280647686874e-02,-3.884957791852453046e-01,5.643146987277017357e-02
3.399999999999927525e-01,5.413441036644255355e-01,-6.950361644451377163e-01,-3.166103675596924627e-01,-1.800080272593879236e-03,-2.592409155334646567e-02,-5.794000817439765028e-02,-3.872997640090959925e-01,5.502371984417086387e-02
3.499999999999925393e-01,5.382245811646835243e-01,-6.949036412509923544e-01,-3.168583249505787514e-01,-2.381430008593555039e-03,-2.367235938312453603e-02,-5.832853462430792613e-02,-3.861398728924670398e-01,5.359163028445729920e-02
3.599999999999923261e-01,5.351028691979222707e-01,-6.947775964522546754e-01,-3.170839036051409376e-01,-2.966626139338528114e-03,-2.144839450313352353e-02,-5.870930273381298747e-02,-3.850159195339429297e-01,5.213574452347811972e-02
3.699999999999921130e-01,5.319791891957350582e-01,-6.946580750050592723e-01,-3.172873825589515584e-01,-3.555591502466264216e-03,-1.925246583996295321e-02,-5.908239528720957839e-02,-3.839276880767356070e-01,5.065661518867763113e-02
3.799999999999918998e-01,5.288537597314213468e-01,-6.945451201958243725e-01,-3.174690434371817416e-01,-4.148249723535299069e-03,-1.708482244765391692e-02,-5.944788704365981669e-02,-3.828749341031070785e-01,4.915480395005694669e-02
3.899999999999916866e-01,5.257267964953366013e-01,-6.944387736687781532e-01,-3.176291702575815834e-01,-4.744525134660877372e-03,-1.494569385049506448e-02,-5.980584451676222713e-02,-3.818573856280104151e-01,4.763088125573848586e-02
3.999999999999914735e-01,5.225985122722173193e-01,-6.943390754530593956e-01,-3.177680492369320819e-01,-5.344342691007316661e-03,-1.283529039458785638e-02,-6.015632576639665108e-02,-3.808747440909806548e-01,4.608542605819205412e-02
4.099999999999912603e-01,5.194691169204496139e-01,-6.942460639893425212e-01,-3.178859686010569452e-01,-5.947627885263066447e-03,-1.075380360736528235e-02,-6.049938020363464231e-02,-3.799266853453326376e-01,4.451902553120547917e-02
4.199999999999910472e-01,5.163388173532551528e-01,-6.941597761559277213e-01,-3.179832183984542260e-01,-6.554306660233663075e-03,-8.701406562590810814e-03,-6.083504840944842923e-02,-3.790128606438062375e-01,4.293227477770028555e-02
4.299999999999908340e-01,5.132078175217545946e-01,-6.940802472942496637e-01,-3.180600903176086791e-01,-7.164305319693203486e-03,-6.678254251090354025e-03,-6.116336196791966745e-02,-3.781328976198248815e-01,4.132577652851759237e-02
4.399999999999906208e-01,5.100763183998664463e-01,-6.940075112337551477e-01,-3.181168775080357447e-01,-7.777550437643347171e-03,-4.684483956020796085e-03,-6.148434331454044610e-02,-3.772864012636041320e-01,3.970014083231075686e-02
4.499999999999904077e-01,5.069445179710155847e-01,-6.939416003161037461e-01,-3.181538744051011780e-01,-8.393968766132684986e-03,-2.720215633274756205e-03,-6.179800560018543221e-02,-3.764729548923823055e-01,3.805598473669812715e-02
4.599999999999901945e-01,5.038126112165997039e-01,-6.938825454186412500e-01,-3.181713765586640652e-01,-9.013487141796795374e-03,-7.855522947982551598e-04,-6.210435257125823671e-02,-3.756921211141005523e-01,3.639393196083839238e-02
4.699999999999899813e-01,5.006807901062053645e-01,-6.938303759771135004e-01,-3.181696804655692601e-01,-9.636032391281513371e-03,1.119419604329328520e-03,-6.240337846632951907e-02,-3.749434427839082873e-01,3.471461255962112608e-02
4.799999999999897682e-01,4.975492435895016441e-01,-6.937851200075705327e-01,-3.181490834060208273e-01,-1.026153123571727464e-02,2.994629776887676106e-03,-6.269506792971600573e-02,-3.742264439529224829e-01,3.301866257968866930e-02
4.899999999999895550e-01,4.944181575897912406e-01,-6.937468041274217345e-01,-3.181098832838613610e-01,-1.088991019441471961e-02,4.840023712119600856e-03,-6.297939594224906401e-02,-3.735406308087211857e-01,3.130672370754550987e-02
4.999999999999893419e-01,4.912877149991796699e-01,-6.937154535756165918e-01,-3.180523784707692259e-01,-1.152109548795470124e-02,6.655562282351944192e-03,-6.325632776936715440e-02,-3.728854926070755971e-01,2.957944291004233062e-02
5.099999999999891287e-01,4.881580956753192591e-01,-6.936910922319091677e-01,-3.179768676544004191e-01,-1.215501294084771200e-02,8.441221348976764641e-03,-6.352581892711769984e-02,-3.722605025944760726e-01,2.783747206757017367e-02
5.199999999999889155e-01,4.850294764396873570e-01,-6.936737426351826663e-01,-3.178836496904706155e-01,-1.279158788394672494e-02,1.019699136726810035e-02,-6.378781516691202358e-02,-3.716651189210488093e-01,2.608146760033273198e-02
5.299999999999887024e-01,4.819020310773656224e-01,-6.936634260007936703e-01,-3.177730234588003744e-01,-1.343074505680364600e-02,1.192287698950435758e-02,-6.404225247966952028e-02,-3.710987855434753069e-01,2.431209008809869995e-02
5.399999999999884892e-01,4.787759303382716491e-01,-6.936601622369199527e-01,-3.176452877233320038e-01,-1.407240851016661708e-02,1.361889666749521548e-02,-6.428905711982370319e-02,-3.705609331175684917e-01,2.253000388385016303e-02
5.499999999999882760e-01,4.756513419398117892e-01,-6.936639699598928788e-01,-3.175007409961204119e-01,-1.471650150881795467e-02,1.528508225523218973e-02,-6.452814564963475774e-02,-3.700509798801558947e-01,2.073587672175372654e-02
5.599999999999880629e-01,4.725284305709049337e-01,-6.936748665084856436e-01,-3.173396814053091042e-01,-1.536294643495935558e-02,1.692147860873710261e-02,-6.475942500432936566e-02,-3.695683325199443647e-01,1.893037931987999467e-02
5.699999999999878497e-01,4.694073578973474437e-01,-6.936928679571351397e-01,-3.171624065671195813e-01,-1.601166469235458523e-02,1.852814318384163675e-02,-6.498279257864469916e-02,-3.691123870370215387e-01,1.711418497811461117e-02
5.799999999999876366e-01,4.662882825684694921e-01,-6.937179891280997879e-01,-3.169692134618706247e-01,-1.666257661144677354e-02,2.010514563238557581e-02,-6.519813633518921347e-02,-3.686825295906799860e-01,1.528796917171611550e-02
5.899999999999874234e-01,4.631713602250424056e-01,-6.937502436025367869e-01,-3.167603983140506729e-01,-1.731560135566833150e-02,2.165256739502883360e-02,-6.540533493453747071e-02,-3.682781373352339571e-01,1.345240914099603106e-02
5.999999999999872102e-01,4.600567435084023660e-01,-6.937896437304793551e-01,-3.165362564764748199e-01,-1.797065682915838583e-02,2.317050129173131925e-02,-6.560425788664356328e-02,-3.678985792434713575e-01,1.160818347761727320e-02
6.099999999999869971e-01,4.569445820707371264e-01,-6.938362006397218451e-01,-3.162970823185499714e-01,-1.862765958610016273e-02,2.465905111013831641e-02,-6.579476572325809736e-02,-3.675432169173797337e-01,9.755971708025279465e-03
6.199999999999867839e-01,4.538350225865053211e-01,-6.938899242436027404e-01,-3.160431691186575409e-01,-1.928652474188596519e-02,2.611833119346514132e-02,-6.597671019107816115e-02,-3.672114053857837290e-01,7.896453874543544679e-03
6.299999999999865707e-01,4.507282087649404079e-01,-6.939508232476941929e-01,-3.157748089606580155e-01,-1.994716588631667911e-02,2.754846602859106416e-02,-6.614993446543594724e-02,-3.669024938885348530e-01,6.030310114661421514e-03
6.399999999999863576e-01,4.476242813636039930e-01,-6.940189051553928845e-01,-3.154922926345124501e-01,-2.060949499904132093e-02,2.894958983455462112e-02,-6.631427338465890886e-02,-3.666158266468899085e-01,4.158220239049558592e-03
6.499999999999861444e-01,4.445233782029300307e-01,-6.940941762724232023e-01,-3.151959095410088452e-01,-2.127342236744202489e-02,3.032184615365897395e-02,-6.646955370463877855e-02,-3.663507436197423472e-01,2.280863308828726208e-03
6.599999999999859313e-01,4.414256341817457407e-01,-6.941766417102552822e-01,-3.148859476005638203e-01,-2.193885650716296751e-02,3.166538744506041531e-02,-6.661559437299668929e-02,-3.661065812454077362e-01,3.989172126137560713e-04
6.699999999999857181e-01,4.383311812937036867e-01,-6.942663053884579050e-01,-3.145626931660653880e-01,-2.260570408547700819e-02,3.298037468307627590e-02,-6.675220682223600988e-02,-3.658826731686791733e-01,-1.486941756149916206e-03
6.799999999999855049e-01,4.352401486445948153e-01,-6.943631700359939041e-01,-3.142264309397246325e-01,-2.327386984767412445e-02,3.426697695754579026e-02,-6.687919528089862620e-02,-3.656783509529054066e-01,-3.376039321028027028e-03
6.899999999999852918e-01,4.321526624705018249e-01,-6.944672371914821785e-01,-3.138774438938912170e-01,-2.394325654664900688e-02,3.552537108047854747e-02,-6.699635710195693539e-02,-3.654929447768553441e-01,-5.267703643085199991e-03
6.999999999999850786e-01,4.290688461567508383e-01,-6.945785072024345252e-01,-3.135160131957796525e-01,-2.461376487585409736e-02,3.675574119717067018e-02,-6.710348310747378531e-02,-3.653257841161836605e-01,-7.161265739471575111e-03
7.099999999999848654e-01,4.259888202576224137e-01,-6.946969792235014873e-01,-3.131424181360678016e-01,-2.528529340577750223e-02,3.795827840098562472e-02,-6.720035794861407841e-02,-3.651761984093532254e-01,-9.056059899556177795e-03
7.199999999999846523e-01,4.229127025167859766e-01,-6.948226512137364308e-01,-3.127569360613124405e-01,-2.595773852409328716e-02,3.913318035501752584e-02,-6.728676048010991118e-02,-3.650435177078779070e-01,-1.095142409802533912e-02
7.299999999999844391e-01,4.198406078884142634e-01,-6.949555199329147115e-01,-3.123598423101283661e-01,-2.663099437962726523e-02,4.028065091772437684e-02,-6.736246414870075694e-02,-3.649270733107407572e-01,-1.284670040433999461e-02
7.399999999999842260e-01,4.167726485589415275e-01,-6.950955809369343541e-01,-3.119514101530816430e-01,-2.730495283027508865e-02,4.140089977440297719e-02,-6.742723739522935023e-02,-3.648261983827870703e-01,-1.474123538792968327e-02
7.499999999999840128e-01,4.137089339694277057e-01,-6.952428285723265544e-01,-3.115319107362456430e-01,-2.797950339500809500e-02,4.249414207339701627e-02,-6.748084406986162853e-02,-3.647402285568748792e-01,-1.663438051851916580e-02
7.599999999999837996e-01,4.106495708384920729e-01,-6.953972559699033162e-01,-3.111016130283626446e-01,-2.865453321009472226e-02,4.356059806893790298e-02,-6.752304385998578184e-02,-3.646685025195460228e-01,-1.852549256100074690e-02
7.699999999999835865e-01,4.075946631857816360e-01,-6.955588550375910728e-01,-3.106607837715473219e-01,-2.932992698966192802e-02,4.460049276939878626e-02,-6.755359273017103039e-02,-3.646103625800009018e-01,-2.041393396428708984e-02
7.799999999999833733e-01,4.045443123559309684e-01,-6.957276164524665019e-01,-3.102096874354789424e-01,-3.000556699071482356e-02,4.561405559193151826e-02,-6.757224337380904333e-02,-3.645651552221668701e-01,-2.229907324358071721e-02
7.899999999999831601e-01,4.014986170429816204e-01,-6.959035296520537095e-01,-3.097485861750143843e-01,-3.068133298272864365e-02,4.660152002341878819e-02,-6.757874567568915303e-02,-3.645322316396726325e-01,-2.418028535550945102e-02
7.999999999999829470e-01,3.984576733152357941e-01,-6.960865828249032106e-01,-3.092777397911584680e-01,-3.135710222191611524e-02,4.756312328839220477e-02,-6.757284718439221516e-02,-3.645109482535481837e-01,-2.605695206558212434e-02
8.099999999999827338e-01,3.954215746404911025e-01,-6.962767629005101044e-01,-3.087974056953177726e-01,-3.203274943026358096e-02,4.849910602366786644e-02,-6.755429359337973561e-02,-3.645006672125112313e-01,-2.792846230744272171e-02
8.199999999999825206e-01,3.923904119116390921e-01,-6.964740555386086385e-01,-3.083078388767831468e-01,-3.270814677941790566e-02,4.940971195883780281e-02,-6.752282922996122316e-02,-3.645007568756982175e-01,-2.979421253341925716e-02
8.299999999999823075e-01,3.893642734725903942e-01,-6.966784451178779092e-01,-3.078092918733714156e-01,-3.338316387949739894e-02,5.029518760342310824e-02,-6.747819755077719139e-02,-3.645105922777507335e-01,-3.165360705590478801e-02
8.399999999999820943e-01,3.863432451444873128e-01,-6.968899147241183201e-01,-3.073020147451635542e-01,-3.405766777288316005e-02,5.115578194039697990e-02,-6.742014164220881678e-02,-3.645295555761687845e-01,-3.350605837915126423e-02
8.499999999999818812e-01,3.833274102521803672e-01,-6.971084461379412067e-01,-3.067862550512762687e-01,-3.473152293303372051e-02,5.199174612611894702e-02,-6.734840472425604463e-02,-3.645570364808808916e-01,-3.535098752110927417e-02
8.599999999999816680e-01,3.803168496509363727e-01,-6.973340198220066011e-01,-3.062622578296024800e-01,-3.540459126834903658e-02,5.280333319686157656e-02,-6.726273065633443793e-02,-3.645924326660310300e-01,-3.718782432499406765e-02
8.699999999999814548e-01,3.773116417533424749e-01,-6.975666149078736389e-01,-3.057302655794555402e-01,-3.607673213109544030e-02,5.359079778110974884e-02,-6.716286444333216532e-02,-3.646351501640269777e-01,-3.901600776029284789e-02
8.799999999999812417e-01,3.743118625563809920e-01,-6.978062091825083524e-01,-3.051905182470537325e-01,-3.674780233138546376e-02,5.435439581946558546e-02,-6.704855274020116163e-02,-3.646846037419372855e-01,-4.083498621295889031e-02
8.899999999999810285e-01,3.713175856686452558e-01,-6.980527790744908145e-01,-3.046432532137713922e-01,-3.741765615619072061e-02,5.509438429160267575e-02,-6.691954435378488775e-02,-3.647402172603478876e-01,-4.264421776455196156e-02
8.999999999999808153e-01,3.683288823376588694e-01,-6.983062996399820310e-01,-3.040887052870925866e-01,-3.808614539335067328e-02,5.581102094853605117e-02,-6.677559073970205927e-02,-3.648014240147853249e-01,-4.444317046010751865e-02
9.099999999999806022e-01,3.653458214772883350e-01,-6.985667445484888827e-01,-3.035271066941972462e-01,-3.875311936052041467e-02,5.650456405396774712e-02,-6.661644649321969702e-02,-3.648676670598199334e-01,-4.623132256454751815e-02
9.199999999999803890e-01,3.623684696952003681e-01,-6.988340860684811862e-01,-3.029586870781003638e-01,-3.941842493899107291e-02,5.717527213280763909e-02,-6.644186983250713330e-02,-3.649383995159682925e-01,-4.800816280748459314e-02
9.299999999999801759e-01,3.593968913203572924e-01,-6.991082950529174944e-01,-3.023836734962622730e-01,-4.008190661230073143e-02,5.782340372818700613e-02,-6.625162307341771195e-02,-3.650130848595516397e-01,-4.977319061629319891e-02
9.399999999999799627e-01,3.564311484305073829e-01,-6.993893409247138315e-01,-3.018022904215798552e-01,-4.074340650954634546e-02,5.844921716835359271e-02,-6.604547309473464412e-02,-3.650911971956664059e-01,-5.152591633733794724e-02
9.499999999999797495e-01,3.534713008796572242e-01,-6.996771916622165355e-01,-3.012147597456684145e-01,-4.140276445329804655e-02,5.905297034201773682e-02,-6.582319179322371205e-02,-3.651722215144619366e-01,-5.326586144525140981e-02
9.599999999999795364e-01,3.505174063254969385e-01,-6.999718137847158461e-01,-3.006213007843339113e-01,-4.205981801200776166e-02,5.963492048471790569e-02,-6.558455652730091345e-02,-3.652556539309560479e-01,-5.499255874016729939e-02
9.699999999999793232e-01,3.475695202567576358e-01,-7.002731723380638540e-01,-3.000221302851366900e-01,-4.271440255679895964e-02,6.019532397419254111e-02,-6.532935054988071866e-02,-3.653410019086514859e-01,-5.670555253280749886e-02
9.799999999999791100e-01,3.446276960204771034e-01,-7.005812308804283406e-01,-2.994174624369435600e-01,-4.336635132253429531e-02,6.073443613740958646e-02,-6.505736343109513875e-02,-3.654277844672243480e-01,-5.840439881731205457e-02
9.899999999999788969e-01,3.416919848491567491e-01,-7.008959514682238101e-01,-2.988075088813657576e-01,-4.401549547306540799e-02,6.125251106668563178e-02,-6.476839147249717488e-02,-3.655155323745759577e-01,-6.008866543166251073e-02
9.999999999999786837e-01,3.387624358877849851e-01,-7.012172946422907671e-01,-2.981924787259719323e-01,-4.466166417058562571e-02,6.174980144804560755e-02,-6.446223811326712294e-02,-3.656037883235409014e-01,-6.175793220551998447e-02
1.009999999999978471e+00,3.358390962207055686e-01,-7.015452194143478870e-01,-2.975725785591751826e-01,-4.530468464900674896e-02,6.222655839835287278e-02,-6.413871432913306747e-02,-3.656921070935758578e-01,-6.341179109526995372e-02
1.019999999999978257e+00,3.329220108983205750e-01,-7.018796832537680386e-01,-2.969480124666858956e-01,-4.594438229129298862e-02,6.268303131526278826e-02,-6.379763902501507655e-02,-3.657800556977727768e-01,-6.504984630606037987e-02
1.029999999999978044e+00,3.300112229636052441e-01,-7.022206420747268973e-01,-2.963189820494138149e-01,-4.658058071069273720e-02,6.311946773664049715e-02,-6.343883942194843140e-02,-3.658672135155472405e-01,-6.667171440061026022e-02
1.039999999999977831e+00,3.271067734784200431e-01,-7.025680502237627856e-01,-2.956856864427274689e-01,-4.721310183580978981e-02,6.353611321074835450e-02,-6.306215143797153089e-02,-3.659531724113462836e-01,-6.827702439457852823e-02
1.049999999999977618e+00,3.242087015496020741e-01,-7.029218604678100224e-01,-2.950483223369566588e-01,-4.784176599945191843e-02,6.393321117620276439e-02,-6.266742006262164544e-02,-3.660375368397424944e-01,-6.986541783829590402e-02
1.059999999999977405e+00,3.213170443548269417e-01,-7.032820239827293207e-01,-2.944070839990484689e-01,-4.846639203118757039e-02,6.431100285181262644e-02,-6.225449972380612401e-02,-3.661199239372333603e-01,-7.143654888469826159e-02
1.069999999999977192e+00,3.184318371682226534e-01,-7.036484903423861903e-01,-2.937621632952820416e-01,-4.908679735353213558e-02,6.466972713504912096e-02,-6.182325464694074513e-02,-3.661999636011003534e-01,-7.299008434332424078e-02
1.079999999999976978e+00,3.155531133857246151e-01,-7.040212075083313037e-01,-2.931137497149512994e-01,-4.970279808168561603e-02,6.500962050952276139e-02,-6.137355920610260140e-02,-3.662772985556456140e-01,-7.452570372027718382e-02
1.089999999999976765e+00,3.126809045501673379e-01,-7.044001218201116910e-01,-2.924620303949366229e-01,-5.031420912674772206e-02,6.533091695952381039e-02,-6.090529826866952767e-02,-3.663515844061128734e-01,-7.604309924406602028e-02
1.099999999999976552e+00,3.098152403760930373e-01,-7.047851779862615018e-01,-2.918071901450930428e-01,-5.092084430235246234e-02,6.563384789266754615e-02,-6.041836753485572975e-02,-3.664224896805953202e-01,-7.754197587725875085e-02
1.109999999999976339e+00,3.069561487742715200e-01,-7.051763190760179656e-01,-2.911494114743689021e-01,-5.152251643467640335e-02,6.591864207124088770e-02,-5.991267387286720869e-02,-3.664896958602260058e-01,-7.902205131387478321e-02
1.119999999999976126e+00,3.041036558759284691e-01,-7.055734865117925247e-01,-2.904888746175677272e-01,-5.211903747577491253e-02,6.618552555152860950e-02,-5.938813564929218414e-02,-3.665528973979592098e-01,-8.048305596243574001e-02
1.129999999999975913e+00,3.012577860566653110e-01,-7.059766200624588706e-01,-2.898257575626759230e-01,-5.271021862019555082e-02,6.643472163238237083e-02,-5.884468305381161668e-02,-3.666118017262448014e-01,-8.192473291460782014e-02
1.139999999999975699e+00,2.984185619600683292e-01,-7.063856578374820838e-01,-2.891602360786597048e-01,-5.329587042480566500e-02,6.666645081174149556e-02,-5.828225841730608897e-02,-3.666661292539203365e-01,-8.334683789937599729e-02
1.149999999999975486e+00,2.955860045210004783e-01,-7.068005362819453907e-01,-2.884924837436615430e-01,-5.387580293176239682e-02,6.688093075080063510e-02,-5.770081652193390781e-02,-3.667156133526282002e-01,-8.474913922273019651e-02
1.159999999999975273e+00,2.927601329885726744e-01,-7.072211901724978489e-01,-2.878226719735112460e-01,-5.444982579454115540e-02,6.707837624669818477e-02,-5.710032490251876203e-02,-3.667600003330572789e-01,-8.613141769286189464e-02
1.169999999999975060e+00,2.899409649487868501e-01,-7.076475526142850248e-01,-2.871509700504703000e-01,-5.501774840692638668e-02,6.725899921275436955e-02,-5.648076413746604824e-02,-3.667990494113029798e-01,-8.749346653090948889e-02
1.179999999999974847e+00,2.871285163468442203e-01,-7.080795550388939708e-01,-2.864775451521509031e-01,-5.557938003485737161e-02,6.742300866385790570e-02,-5.584212812858095620e-02,-3.668325326656401986e-01,-8.883509126733056538e-02
1.189999999999974634e+00,2.843228015091237570e-01,-7.085171272033299328e-01,-2.858025623805345861e-01,-5.613452995101028686e-02,6.757061071034595190e-02,-5.518442436854872207e-02,-3.668602349839928944e-01,-9.015610962402798023e-02
1.199999999999974420e+00,2.815238331648194370e-01,-7.089601971901015043e-01,-2.851261847910336877e-01,-5.668300757199860873e-02,6.770200855597786893e-02,-5.450767419729575514e-02,-3.668819540023828263e-01,-9.145635138238210338e-02
1.209999999999974207e+00,2.787316224672437559e-01,-7.094086914084219986e-01,-2.844485734215470574e-01,-5.722462259808202417e-02,6.781740250025286576e-02,-5.381191304736084730e-02,-3.668975000346529902e-01,-9.273565823737531244e-02
