t,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
2.150000000000000000e+01,1.698206400401160332e+00,2.529164025057995424e+00,-1.969068534679526472e+00,-1.982483501083438959e+00,-1.895401094039590895e+00,-7.216973787065730228e-01,1.429396517560531432e+00,-1.816461369117817304e+00,-3.042348793035996035e-01,-1.149782768774919806e+00,-1.077387355315901019e+00,-1.394998285540146155e+00,6.785874877573917496e-01,5.949034967719215583e-01,-1.477155458769854324e+00,-8.198478437303461375e-01,1.839080198852304671e+00,6.222335620434571446e-01,1.172724951312642094e+00,-8.472240668466519686e-01,6.843542557586024255e-01
2.151999999999999957e+01,1.661584185547845038e+00,2.522914011636611775e+00,-1.991695193451343826e+00,-2.003905515135261606e+00,-1.923064808082303845e+00,-7.082949009230058435e-01,1.441431188110816386e+00,-1.845637202063798110e+00,-3.208336128809573529e-01,-1.112825048946375128e+00,-1.064749600232588245e+00,-1.371288531556317025e+00,6.616698737210374714e-01,6.085492680450300673e-01,-1.440281903806835961e+00,-8.399921292384299187e-01,1.856497835439036237e+00,6.415680659244601403e-01,1.198100630853487170e+00,-8.443492365255497178e-01,6.800671522030211635e-01
2.153999999999999915e+01,1.624385886426836123e+00,2.516328008768036639e+00,-2.013579292075252436e+00,-2.025070897126481917e+00,-1.950249312303709903e+00,-6.952301253270556369e-01,1.453737854341888402e+00,-1.874066946569512115e+00,-3.378330835953340938e-01,-1.075530652486296201e+00,-1.051723665918115946e+00,-1.347080346385037597e+00,6.448210195246383281e-01,6.220999469393113657e-01,-1.402553562876010185e+00,-8.599142898916893873e-01,1.872745940126349096e+00,6.610475583445045711e-01,1.222563437111218398e+00,-8.403492732336590443e-01,6.748446898132295368e-01
2.155999999999999872e+01,1.586626592975596939e+00,2.509398049037764533e+00,-2.034714331675008481e+00,-2.045971856058152127e+00,-1.976944822488448050e+00,-6.825014521970721448e-01,1.466314427217854099e+00,-1.901733925649708112e+00,-3.552284136556675964e-01,-1.037923081594992691e+00,-1.038306890737474397e+00,-1.322392261573713590e+00,6.280633512867010992e-01,6.355368095292673880e-01,-1.364012399501261630e+00,-8.795708367790525672e-01,1.887813544406509614e+00,6.806481004385460665e-01,1.246086157915695436e+00,-8.352320866444513658e-01,6.686853406955794998e-01
2.158000000000000185e+01,1.548321720243667876e+00,2.502116271267423198e+00,-2.055094285536887000e+00,-2.066600552535969637e+00,-2.003141930415510252e+00,-6.701068349730421314e-01,1.479158442977637877e+00,-1.928622306776763828e+00,-3.730138581776197837e-01,-1.000026046560655857e+00,-1.024497099243048215e+00,-1.297243341029452379e+00,6.114191216311546384e-01,6.488411101739650633e-01,-1.324700884927283218e+00,-8.989185622591036040e-01,1.901690808889395123e+00,7.003450177433127033e-01,1.268642775578587401e+00,-8.290071147715287747e-01,6.615884623293132316e-01
2.160000000000000142e+01,1.509486991406336909e+00,2.494474937795281733e+00,-2.074713603045284849e+00,-2.086949108638962436e+00,-2.028831614264133165e+00,-6.580437840313924092e-01,1.492267062878189332e+00,-1.954717111374424832e+00,-3.911828115737646661e-01,-9.618634431285807418e-01,-1.010292616556703882e+00,-1.271653156768850712e+00,5.949103792346172037e-01,6.619940992893331710e-01,-1.284661932006270213e+00,-9.179146163504972034e-01,1.914369027897594666e+00,7.201129334451494834e-01,1.290208502644257571e+00,-8.216853121716901631e-01,6.535543039056166403e-01
2.162000000000000099e+01,1.470138420601725615e+00,2.486466451613711381e+00,-2.093567213164898355e+00,-2.107009618069057399e+00,-2.054005248527656757e+00,-6.463093710663418978e-01,1.505637073294342709e+00,-1.980004222986937235e+00,-4.097278154658930971e-01,-9.234593297932117695e-01,-9.956922820714924072e-01,-1.245641763971254257e+00,5.785589386328858774e-01,6.749770412384334950e-01,-1.243938828868149438e+00,-9.365165825345973527e-01,1.925840632592197732e+00,7.399258031602403696e-01,1.310759815785515814e+00,-8.132791358240827329e-01,6.445840117794003898e-01
2.164000000000000057e+01,1.430292295617753728e+00,2.478083373333295203e+00,-2.111650527468193594e+00,-2.126774156567618590e+00,-2.078654613421777597e+00,-6.349002340721523474e-01,1.519264886177508211e+00,-2.004470394120306143e+00,-4.286405681064370254e-01,-8.848379050423239578e-01,-9.806954624428549927e-01,-1.219229675373063371e+00,5.623863503329235014e-01,6.877712323217449741e-01,-1.202575172483220101e+00,-9.546825528425915142e-01,1.936099192635274857e+00,7.597569511988662150e-01,1.330274487795391147e+00,-8.038025287048582435e-01,6.346796340206851683e-01
2.166000000000000014e+01,1.389965160455536530e+00,2.469318437943536448e+00,-2.128959442707541783e+00,-2.146234792584477802e+00,-2.102771903774447004e+00,-6.238125829196806693e-01,1.533146539875031245e+00,-2.028103251754659997e+00,-4.479119352934379239e-01,-8.460234845824863292e-01,-9.653020638401057507e-01,-1.192437835041604499e+00,5.464138712761932304e-01,7.003580188493858660e-01,-1.160614802225968578e+00,-9.723712021004689010e-01,1.945139416397398069e+00,7.795791082627596680e-01,1.348731617629171708e+00,-7.932709010803882244e-01,6.238441240534143839e-01
2.167999999999999972e+01,1.349173797795892860e+00,2.460164571340489381e+00,-2.145490342931903882e+00,-2.165383598184334790e+00,-2.126349737385332617e+00,-6.130422055198052611e-01,1.547277700311634252e+00,-2.050891301528782407e+00,-4.675319627609119677e-01,-8.070404785749004661e-01,-9.495125434300918377e-01,-1.165287591568060055e+00,5.306624356987528213e-01,7.127188152768961782e-01,-1.118101733548602983e+00,-9.895418612066120279e-01,1.952957149720621732e+00,7.993644505218568952e-01,1.366111658453957656e+00,-7.817011095457717662e-01,6.120813433705406537e-01
2.169999999999999929e+01,1.307935211395344410e+00,2.450614906591993325e+00,-2.161240101148587556e+00,-2.184212660174951637e+00,-2.149381162843694515e+00,-6.025844745652813028e-01,1.561653662534086662e+00,-2.072823930600133924e+00,-4.874898900240961508e-01,-7.679133689102680682e-01,-9.333279200659858610e-01,-1.137800670719627538e+00,5.151526264328503135e-01,7.248351223859909043e-01,-1.075080091872010923e+00,-1.006154589318519754e+00,1.959549373249422244e+00,8.190846400142013373e-01,1.382396443666175756e+00,-7.691114338389393179e-01,5.993960633152508599e-01
2.171999999999999886e+01,1.266266608438116892e+00,2.440662799911637926e+00,-2.176206080531129849e+00,-2.202714091440955535e+00,-2.171859666794238031e+00,-5.924343548417843053e-01,1.576269352619771524e+00,-2.093891409185753005e+00,-5.077741656565055717e-01,-7.286666865512406721e-01,-9.167497841553361448e-01,-1.109999147591951063e+00,4.999046466942023148e-01,7.366885454915257370e-01,-1.031594046801385556e+00,-1.022170244826868579e+00,1.964914198344248186e+00,8.387108663102444961e-01,1.397569210840666543e+00,-7.555215514642297236e-01,5.857939659192555881e-01
2.174000000000000199e+01,1.224185381870516620e+00,2.430301846313089875e+00,-2.190386135174927418e+00,-2.220880042466569115e+00,-2.193779180641340254e+00,-5.825864110980056854e-01,1.591119329949485461e+00,-2.114084890791597005e+00,-5.283724639733120565e-01,-6.893249889706813960e-01,-8.997803066826992602e-01,-1.081905418303573674e+00,4.849382923984194571e-01,7.482608126557344086e-01,-9.876877467728482074e-01,-1.037550554997158203e+00,1.969050861594360047e+00,8.582138893803515911e-01,1.411614623578211436e+00,-7.409525101628317012e-01,5.712816437901283573e-01
2.176000000000000156e+01,1.181709092743722378e+00,2.419525894916918496e+00,-2.203778610402832072e+00,-2.238702713030153113e+00,-2.215134086682946091e+00,-5.730348164637608654e-01,1.606197789844444612e+00,-2.133396411140002780e+00,-5.492717030932672273e-01,-6.499128377134998358e-01,-8.824222473634160124e-01,-1.053542171274683081e+00,4.702729250492077573e-01,7.595337928906427116e-01,-9.434052542361683891e-01,-1.052258184161503074e+00,1.971959717948632118e+00,8.775640836020339730e-01,1.424518791221691005e+00,-7.254266982709025591e-01,5.558665990407702928e-01
2.178000000000000114e+01,1.138855452590877171e+00,2.408329063882629129e+00,-2.216382342623453905e+00,-2.256174364052973669e+00,-2.235919223666280597e+00,-5.637733614042514940e-01,1.621498566567080024e+00,-2.151818885807051274e+00,-5.704580643490444469e-01,-6.104547761094624159e-01,-8.646789619063832699e-01,-1.024932358133033627e+00,4.559274452401340660e-01,7.704895143294382409e-01,-8.987904814774930751e-01,-1.066256800345503297e+00,1.973642232484948744e+00,8.967314828411875327e-01,1.436269286414393331e+00,-7.089678130095535824e-01,5.395572412551792318e-01
2.180000000000000071e+01,1.095642305864372723e+00,2.396705754939300270e+00,-2.228196658745436487e+00,-2.273287329584094962e+00,-2.256129891758237527e+00,-5.547954631978481155e-01,1.637015136684748517e+00,-2.169346106583609046e+00,-5.919170130134433494e-01,-5.709753071641585631e-01,-8.465544083650409224e-01,-9.960991642905566712e-01,4.419202668109378784e-01,7.811101823474893013e-01,-8.538871271848875733e-01,-1.079511140217612519e+00,1.974100970840874325e+00,9.156858265394500762e-01,1.446855160477359625e+00,-6.916008267542836929e-01,5.223628844858367870e-01
2.182000000000000028e+01,1.052087612458391108e+00,2.384650667488799503e+00,-2.239221375151575266e+00,-2.290034028903052743e+00,-2.275761856924443105e+00,-5.460941759238358006e-01,1.652740622795239478e+00,-2.185972736575982012e+00,-6.136333203069781472e-01,-5.314988716544215563e-01,-8.280531525571146467e-01,-9.670659792343204719e-01,4.282692916981847286e-01,7.913781976135866314e-01,-8.087386138573398053e-01,-1.091987072251479951e+00,1.973339588329958927e+00,9.343966067378510765e-01,1.456266956586101058e+00,-6.733519513345538332e-01,5.042937432791336771e-01
2.183999999999999986e+01,1.008209430342014823e+00,2.372158812256361937e+00,-2.249456796237090384e+00,-2.306406978721429191e+00,-2.294811354711599805e+00,-5.376622009459032236e-01,1.668667797612413128e+00,-2.201694304063988916e+00,-6.355910866498779566e-01,-4.920498264544436728e-01,-8.091803725351318644e-01,-9.378563665761646684e-01,4.149918855192202827e-01,8.012761740519612763e-01,-7.633880261567694836e-01,-1.103651657994428437e+00,1.971362817770101250e+00,9.528331159649219284e-01,1.464496720730431356e+00,-6.542486004175003256e-01,4.853609277264396837e-01
2.185999999999999943e+01,9.640258983273584104e-01,2.359225524463991697e+00,-2.258903712516952211e+00,-2.322398805464224836e+00,-2.313275093428806883e+00,-5.294918978762885864e-01,1.684789088410051816e+00,-2.216507195136337316e+00,-6.577737661196991770e-01,-4.526524231179098190e-01,-7.899418620911350386e-01,-9.084940339053738656e-01,4.021048539271140365e-01,8.107869566955636653e-01,-7.178780503001657154e-01,-1.114473211338614433e+00,1.968176456051974776e+00,9.709644959156973343e-01,1.471538010444631395e+00,-6.343193500327415357e-01,4.655764375395470833e-01
2.187999999999999901e+01,9.195552189970424006e-01,2.345846476502991607e+00,-2.267563398307610889e+00,-2.338002257611537793e+00,-2.331150256724336955e+00,-5.215752960048094522e-01,1.701096581821508247e+00,-2.230408645125023792e+00,-6.801641920735499447e-01,-4.133307867411196712e-01,-7.703440332805341351e-01,-8.790028024891273217e-01,3.896244197731936754e-01,8.198936394110923898e-01,-6.722509145872375136e-01,-1.124421355694607882e+00,1.963787349477384092e+00,9.887597868463195994e-01,1.477385901298640558e+00,-6.135938972982923900e-01,4.449531551504136706e-01
2.190000000000000213e+01,8.748156418148518298e-01,2.332017690082775818e+00,-2.275437608989008709e+00,-2.353210218080786120e+00,-2.348434505555260010e+00,-5.139041061762874563e-01,1.717582028992419962e+00,-2.243396728862434575e+00,-7.027446038919626936e-01,-3.741088951314206490e-01,-7.503939179515487501e-01,-8.494065768655972848e-01,3.775662011125542339e-01,8.285795824762789419e-01,-6.265483311567117131e-01,-1.133467078970624486e+00,1.958203377899071285e+00,1.006187977607366113e+00,1.482036991144457971e+00,-5.921030174105040844e-01,4.235048378362958887e-01
2.192000000000000171e+01,8.298254464427886612e-01,2.317735547833955856e+00,-2.282528577853196516e+00,-2.368015716629474188e+00,-2.365125979548222013e+00,-5.064697330991352331e-01,1.734236851083314157e+00,-2.255470349786595108e+00,-7.254966747996507426e-01,-3.350105583045458468e-01,-7.300991682682667072e-01,-8.197293143745788546e-01,3.659451900865656748e-01,8.368284299899277912e-01,-5.808114390619055767e-01,-1.141582786264373039e+00,1.951433437695031081e+00,1.023218056237603868e+00,1.485489402115407032e+00,-5.698785189636936810e-01,4.012461088725732816e-01
2.194000000000000128e+01,7.846029262872286081e-01,2.302996804344600079e+00,-2.288839012546401541e+00,-2.382411942258300108e+00,-2.381223297750633350e+00,-4.992632880672388529e-01,1.751052145118608516e+00,-2.266629227921891587e+00,-7.484015407165222067e-01,-2.960593983337585500e-01,-7.094680562168403926e-01,-7.899949946705430159e-01,3.547757327151072060e-01,8.446241270953414038e-01,-5.350807487537462270e-01,-1.148742350178219240e+00,1.943487423612011655e+00,1.039819061038568027e+00,1.487742780379446739e+00,-5.469531976678085883e-01,3.781924477166696552e-01
2.196000000000000085e+01,7.391663722966290706e-01,2.287798596609625257e+00,-2.294372091111759993e+00,-2.396392255594090415e+00,-2.396725558772252462e+00,-4.922756020766667628e-01,1.768018690178021268e+00,-2.276873886764214650e+00,-7.714398300904273809e-01,-2.572788295732613140e-01,-6.885094720861065776e-01,-7.602275892631500387e-01,3.440715096299203912e-01,8.519509369977579238e-01,-4.893960880570440430e-01,-1.154921158672280512e+00,1.934376209514410805e+00,1.055960132049025502e+00,1.488798293651157456e+00,-5.233607885352080658e-01,3.543601792278313067e-01
2.198000000000000043e+01,6.935340570320766007e-01,2.272138453874076980e+00,-2.299131457640453124e+00,-2.409950201232080147e+00,-2.411632340318278445e+00,-4.854972393180145840e-01,1.785126953926130744e+00,-2.286205639101269504e+00,-7.945916946617580523e-01,-2.186920392771458110e-01,-6.672329219153688706e-01,-7.304510311297699454e-01,3.338455177788814399e-01,8.587934577565883298e-01,-4.437965497224923839e-01,-1.160096160374284535e+00,1.924111628076018432e+00,1.071610562837507663e+00,1.488658626470507729e+00,-4.991359166098709443e-01,3.297664619285448073e-01
2.200000000000000000e+01,6.477242190319350001e-01,2.256014306852279105e+00,-2.303121217539347843e+00,-2.423079520016734101e+00,-2.425943698115752944e+00,-4.789185110247482502e-01,1.802367099475355561e+00,-2.294626571800344905e+00,-8.178368411080907396e-01,-1.803219686348422890e-01,-6.456485239038529667e-01,-7.006891844447473705e-01,3.241100531296704501e-01,8.651366388333681101e-01,-3.983204406345483006e-01,-1.164245907269105595e+00,1.912706449453668966e+00,1.086739852529966299e+00,1.487327973260000213e+00,-4.743140463149488895e-01,3.044292753146934927e-01
2.201999999999999957e+01,6.017550474907032987e-01,2.239424496305693957e+00,-2.306345932423676359e+00,-2.435774161240365387e+00,-2.439660164236099327e+00,-4.725294896572346248e-01,1.819728992577301252e+00,-2.302139529597443168e+00,-8.411545635158571566e-01,-1.421912942428899818e-01,-6.237670037779470267e-01,-6.709658144695684889e-01,3.148766943996358370e-01,8.709657973764586281e-01,-3.530052327518288235e-01,-1.167350594695355293e+00,1.900174358982891887e+00,1.101317757988918178e+00,1.484812029175164527e+00,-4.489314294966237906e-01,2.783674062226915158e-01
2.203999999999999915e+01,5.556446672717838542e-01,2.222367780963537598e+00,-2.308810614643677095e+00,-2.448028294738652910e+00,-2.452782744817448624e+00,-4.663200234017037538e-01,1.837202209137011932e+00,-2.308748097923157161e+00,-8.645237766244432409e-01,-1.043224100322310277e-01,-6.015996891140455993e-01,-6.413045576479324827e-01,3.061562878371537622e-01,8.762666342237376282e-01,-3.078875158537643930e-01,-1.169392098580825046e+00,1.886529933937030057e+00,1.115314346059706585e+00,1.481117978766806731e+00,-4.230250522444587435e-01,2.516004342630427937e-01
2.205999999999999872e+01,5.094111242731304001e-01,2.204843344771281188e+00,-2.310520721454491166e+00,-2.459836322862151370e+00,-2.465312917191255337e+00,-4.602797509628821504e-01,1.854776043044294997e+00,-2.314456584802143002e+00,-8.879230497868104699e-01,-6.673740966937924401e-02,-5.791585026165154693e-01,-6.117288919493265587e-01,2.979589330781489132e-01,8.810252496047210613e-01,-2.630029521639712931e-01,-1.170354009853161958e+00,1.871788619392416697e+00,1.128700045798943785e+00,1.476254482476807128e+00,-3.966325805704243868e-01,2.241487163309757169e-01
2.208000000000000185e+01,4.630723711637757534e-01,2.186850803453213921e+00,-2.311482148838963191e+00,-2.471192892302939370e+00,-2.477252626418648518e+00,-4.543981166285457896e-01,1.872439514315929809e+00,-2.319270001864371267e+00,-9.113306415896323953e-01,-2.945806944881185219e-02,-5.564559543519669305e-01,-5.822621075040944616e-01,2.902939700997302364e-01,8.852281585237582462e-01,-2.183862329171979422e-01,-1.170221665966893365e+00,1.855966703243142391e+00,1.141445700599865498e+00,1.470231660992529443e+00,-3.697923050305374493e-01,1.960333702059519900e-01
2.210000000000000142e+01,4.166462535087254171e-01,2.168390210376514915e+00,-2.311701224993345072e+00,-2.482092905755525436e+00,-2.488604281242750460e+00,-4.486643855838662875e-01,1.890181377542211383e+00,-2.323194044507700617e+00,-9.347245350746625769e-01,7.494168306776155530e-03,-5.335051329427724642e-01,-5.529272775726217226e-01,2.831699672912658672e-01,8.888623058062156135e-01,-1.740710369334620422e-01,-1.168982179492659146e+00,1.839081290410085945e+00,1.153522620128975884e+00,1.463061077488252204e+00,-3.425430843748993315e-01,1.672762572530579750e-01
2.212000000000000099e+01,3.701504962987426373e-01,2.149462061705368132e+00,-2.311184703486212300e+00,-2.492531533391264098e+00,-2.499370749464064900e+00,-4.430676594530013057e-01,1.907990130630880854e+00,-2.326235071252498177e+00,-9.580824735020916361e-01,4.409821132272445654e-02,-5.103196957244487963e-01,-5.237472298905541113e-01,2.765947106614417561e-01,8.919150807898252875e-01,-1.300899912592483609e-01,-1.166624463719422078e+00,1.821150276289691838e+00,1.164902631988272041e+00,1.454755717785231717e+00,-3.149242883134351079e-01,1.378999642404347692e-01
2.214000000000000057e+01,3.236026909007780894e-01,2.130067300834900479e+00,-2.309939756101211827e+00,-2.502504224125601695e+00,-2.509555352746879464e+00,-4.375968920450471478e-01,1.925854023841203411e+00,-2.328400082330236209e+00,-9.813819965957073510e-01,8.033333291041355739e-02,-4.869138578732568057e-01,-4.947445184313499222e-01,2.705751941981167086e-01,8.943743316436687518e-01,-8.647463393200394144e-02,-1.163139255225374313e+00,1.802192319488843397e+00,1.175558133017337470e+00,1.445329968465199455e+00,-2.869757394861182087e-01,1.079277842880610044e-01
2.216000000000000014e+01,2.770202824438940947e-01,2.110207322095882354e+00,-2.307973965374553238e+00,-2.512006716657647409e+00,-2.519161860865434477e+00,-4.322409052811304053e-01,1.943761069100552685e+00,-2.329696697549032969e+00,-1.004600477208848819e+00,1.161791869532425581e-01,-4.633023805120659588e-01,-4.659413956266884593e-01,2.651176113959625158e-01,8.962283792975818120e-01,-4.325537892034214682e-02,-1.158519133378299593e+00,1.782226813892889394e+00,1.185462140149736276e+00,1.434799592975201321e+00,-2.587376547277365213e-01,7.738369696434196920e-02
2.217999999999999972e+01,2.304205576548241652e-01,2.089883973722465704e+00,-2.305295316838407160e+00,-2.521035050261716925e+00,-2.528194485399394509e+00,-4.269884052791722007e-01,1.961699049595543531e+00,-2.330133133480194019e+00,-1.027715158349320701e+00,1.516158223276524442e-01,-4.395005578042742167e-01,-4.373597850845777346e-01,2.602273479651300292e-01,8.974660309651255607e-01,-4.614832886631337061e-04,-1.152758536731253836e+00,1.761273860114669354e+00,1.194588340738400145e+00,1.423181705764801519e+00,-2.302505857185294658e-01,4.629234754810623853e-02
2.219999999999999929e+01,1.838206331561049733e-01,2.069099560076284039e+00,-2.301912190981626694e+00,-2.529585575310743017e+00,-2.536657872889008125e+00,-4.218279985725559844e-01,1.979655529629429811e+00,-2.329718180010628359e+00,-1.050703190501003581e+00,1.866236967473984265e-01,-4.155242030472170445e-01,-4.090212548439690621e-01,2.559089757322456915e-01,8.980765932435920140e-01,4.187898336931217269e-02,-1.145853776284578629e+00,1.739354236372735230e+00,1.202911142265195465e+00,1.410494744499537711e+00,-2.015553591128532163e-01,1.467902547468036278e-02
2.221999999999999886e+01,1.372374442392358951e-01,2.047856843121746095e+00,-2.297833354939451844e+00,-2.537654963511640993e+00,-2.544557097461018991e+00,-4.167482084387859609e-01,1.997617864737127658e+00,-2.328461176307002667e+00,-1.073541669179087998e+00,2.211836900200327416e-01,-3.913896337782700185e-01,-3.809469912040109318e-01,2.521662477433057603e-01,8.980498847749492919e-01,8.373916718721696739e-02,-1.137803045590480178e+00,1.716489368847790020e+00,1.210405721350312325e+00,1.396758440397601220e+00,-1.726930162391664414e-01,-1.743035801413329866e-02
2.224000000000000199e+01,9.068773412396269329e-02,2.026159043148368699e+00,-2.293067953924044389e+00,-2.545240217833055318e+00,-2.551897652937239691e+00,-4.117374913139931758e-01,2.015573212048947127e+00,-2.326371986238144451e+00,-1.096207672655725496e+00,2.552771167057494850e-01,-3.671136559084363649e-01,-3.531577731648816720e-01,2.490020945760552107e-01,8.973762484519913762e-01,1.250934559364718091e-01,-1.128606427681638991e+00,1.692701301566461369e+00,1.217048071977933521e+00,1.381993786739375896e+00,-1.437047524650976460e-01,-5.000929299533965477e-02
2.226000000000000156e+01,4.418804371418305621e-02,2.004009838737441207e+00,-2.287625502407883538e+00,-2.552338682106188195e+00,-2.558685444438335566e+00,-4.067842532690535418e-01,2.033508540893757210e+00,-2.323460973302971855e+00,-1.118678299792353004e+00,2.888857381695570936e-01,-3.427135468999843448e-01,-3.256739475162937492e-01,2.464186218676385209e-01,8.960465631544074494e-01,1.659175025578437657e-01,-1.118265898810613557e+00,1.668012665862104837e+00,1.222815052855401818e+00,1.366223005602338336e+00,-1.146318563221320752e-01,-8.303069474331994937e-02
2.228000000000000114e+01,-2.245298140178597635e-03,1.981413365971506302e+00,-2.281515875072275712e+00,-2.558948050279770570e+00,-2.564926779496172315e+00,-4.018768665229679460e-01,2.051410643632066932e+00,-2.319738975111846457e+00,-1.140930707914839193e+00,3.219917740188907862e-01,-3.182070380062005932e-01,-2.985154046085693458e-01,2.444171090613692643e-01,8.940522549999501134e-01,2.061882462858349863e-01,-1.106785328992082595e+00,1.642446649462490971e+00,1.227684433824099086e+00,1.349469512876460442e+00,-8.551564848477273550e-02,-1.164669283388184567e-01
2.230000000000000071e+01,-4.859618386684361191e-02,1.958374216886449748e+00,-2.274749297533301906e+00,-2.565066375310608215e+00,-2.570628358688675341e+00,-3.970036859690956321e-01,2.069266146709139331e+00,-2.315217277469691304e+00,-1.162942150667483521e+00,3.545779129196253709e-01,-2.936122955931266820e-01,-2.717015548401449099e-01,2.429980093745751080e-01,8.913853080963086706e-01,2.458839313416864014e-01,-1.094170479345306202e+00,1.616026965254385717e+00,1.231634941241392722e+00,1.331757881617791739e+00,-5.639742069936360541e-02,-1.502898339842634046e-01
2.232000000000000028e+01,-9.484873587297903974e-02,1.934897437167226730e+00,-2.267336336857703305e+00,-2.570692077671571596e+00,-2.575797265811882397e+00,-3.921530656898148948e-01,2.087061521918053497e+00,-2.309907588109729293e+00,-1.184690015781903583e+00,3.866273227846029892e-01,-2.689479015645815929e-01,-2.452513058940968549e-01,2.421609509875761179e-01,8.880382747798180043e-01,2.849841231751095716e-01,-1.080428996239479522e+00,1.588777819775139877e+00,1.234646302254226891e+00,1.313113803800402879e+00,-2.731837475783103347e-02,-1.844707530005611495e-01
2.233999999999999986e+01,-1.409873147185140008e-01,1.910988523089645064e+00,-2.259287891881338162e+00,-2.575823953459289051e+00,-2.580440957604480445e+00,-3.873133754352163782e-01,2.104783097862277241e+00,-2.303822010127059450e+00,-1.206151862696871691e+00,4.181236603296407672e-01,-2.442328329134646203e-01,-2.191830407551605409e-01,2.419047394519517891e-01,8.840042853276419699e-01,3.234697222389670834e-01,-1.065570402250023196e+00,1.560723881481497877e+00,1.236699287886285248e+00,1.293564050529301124e+00,1.680438388315191878e-03,-2.189805544793974323e-01
2.235999999999999943e+01,-1.869965267556059629e-01,1.886653417711726455e+00,-2.250615183342857151e+00,-2.580461182084349936e+00,-2.584567253040741086e+00,-3.824730170414586961e-01,2.122417071607125116e+00,-2.296973015161487996e+00,-1.227305459965540857e+00,4.490510799931355379e-01,-2.194864404238068278e-01,-1.935145965373121224e-01,2.422273613143233750e-01,8.792770571305726923e-01,3.613229752855851018e-01,-1.049606083939084833e+00,1.531890248845569902e+00,1.237775754862248334e+00,1.273136430779086226e+00,3.055817927871973261e-02,-2.537896625642346304e-01
2.237999999999999901e+01,-2.328612312296656217e-01,1.861898506319583646e+00,-2.241329743845374978e+00,-2.584603333527266678e+00,-2.588184322208353372e+00,-3.776204407645380456e-01,2.139949520509178083e+00,-2.289373416379274939e+00,-1.248128822386666448e+00,4.793942422162741357e-01,-1.947284265495892452e-01,-1.682632441507653509e-01,2.431259889500123061e-01,8.738509033141463878e-01,3.985274841775011678e-01,-1.032549276478865075e+00,1.502302418327906341e+00,1.237858686094221783e+00,1.251859748725381083e+00,5.927428026485800916e-02,-2.888680843322471437e-01
2.240000000000000213e+01,-2.785665468383604626e-01,1.836730611133993829e+00,-2.231443407658970202e+00,-2.588250375144003357e+00,-2.591300674788216796e+00,-3.727441615053585511e-01,2.157366414212497752e+00,-2.281036341303577686e+00,-1.268600247796882741e+00,5.091383210818676286e-01,-1.699788224978362183e-01,-1.434456688358642928e-01,2.445969865990295644e-01,8.677207407963656305e-01,4.350682122097624394e-01,-1.014415045141654703e+00,1.471986252277391660e+00,1.236932229757204071e+00,1.229763759738150775e+00,8.778850540632590627e-02,-3.241854382485753749e-01
2.242000000000000171e+01,-3.240978577461910426e-01,1.811156985284990917e+00,-2.220968300376803484e+00,-2.591402678005453986e+00,-2.593925148153806148e+00,-3.678327749021225723e-01,2.174653626800263417e+00,-2.271975204543289273e+00,-1.288698353461727786e+00,5.382690113108744567e-01,-1.452579645449026680e-01,-1.190779515898759688e-01,2.466359175949557891e-01,8.608820977708431244e-01,4.709314879452662916e-01,-9.952202636855966844e-01,1.440967946807166111e+00,1.234981736882400094e+00,1.206879125107839457e+00,1.160610098491842157e-01,-3.597109831634323074e-01
2.244000000000000128e+01,-3.694408190530238389e-01,1.785185306063193256e+00,-2.209916828437751946e+00,-2.594061022755827395e+00,-2.596066895108201322e+00,-3.628749732663172356e-01,2.191796949090272228e+00,-2.262203680470022071e+00,-1.308402112003594464e+00,5.667725346166296863e-01,-1.205864696162680938e-01,-9.517555151132700564e-02,2.492375527754474018e-01,8.533311206048331821e-01,5.061050065688199595e-01,-9.749835896704639460e-01,1.409273999695607182e+00,1.231993797399100421e+00,1.183237365577240352e+00,1.440523985934236972e-01,-3.954136478218768791e-01
2.246000000000000085e+01,-4.145813617160383213e-01,1.758823667457705353e+00,-2.198301668528360509e+00,-2.596226604975531593e+00,-2.597735371277381411e+00,-3.578595613387769436e-01,2.208782101062420899e+00,-2.251735675892735156e+00,-1.327690886805632076e+00,5.946356454177132989e-01,-9.598521016161018493e-02,-7.175328908504266523e-02,2.523958800612036701e-01,8.450645801421987624e-01,5.405778287698270734e-01,-9.537254367427892010e-01,1.376931178360778052e+00,1.227956274558088534e+00,1.158870813753634321e+00,1.717237845576234934e-01,-4.312620608550981616e-01
2.248000000000000043e+01,-4.595056969256070545e-01,1.732080571991665208e+00,-2.186135756876935510e+00,-2.597901040034774844e+00,-2.598940322178798112e+00,-3.527754718426041602e-01,2.225594744406254488e+00,-2.240585302779293908e+00,-1.346544466831415932e+00,6.218456359114852283e-01,-7.147528835808991676e-02,-4.882533042947889701e-02,2.561041151884517753e-01,8.360798774019948532e-01,5.743403771678662340e-01,-9.314679439347397505e-01,1.343966487956217204e+00,1.222858337671681284e+00,1.133812565477323453e+00,1.990368458499752746e-01,-4.672245812215858329e-01
