t,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
1.132000000000000028e+01,-2.496718537589370346e+00,-2.919553328450895102e-01,-8.942763991509037336e-01,-2.034052458059472990e+00,-2.214774127435390039e+00,4.657499345408188107e-01,2.315797788841064797e+00,-5.860270607571679280e-01,-1.236923419684031300e+00,7.656825485881229021e-01,4.206735815874155793e-01,2.629864950999469264e-01,9.667697471335796600e-01,-9.850761719869179922e-01,1.612627468097433070e+00,8.270289918730860945e-01,-9.831487350177935403e-01,-8.023367331045325734e-01,-3.513855715021773074e-01,2.286203216880384470e-01,-1.640640939957468625e+00
1.133999999999999986e+01,-2.508115992566513519e+00,-3.165283171704921239e-01,-8.791608594122990450e-01,-2.025801372862755301e+00,-2.209584746135042632e+00,4.851295249496524464e-01,2.295769147330771531e+00,-5.536903826393545502e-01,-1.220372115998596518e+00,7.457978631400803415e-01,4.043398584489618086e-01,2.559487047406621141e-01,9.711127497531285568e-01,-1.017736594417169682e+00,1.621043715801786078e+00,8.278981655527630767e-01,-1.005217308991304792e+00,-8.308599284453200839e-01,-3.522648418173365825e-01,2.056577378724651350e-01,-1.625225772561343929e+00
1.135999999999999943e+01,-2.518865029435365166e+00,-3.407701827467198297e-01,-8.644473860325803116e-01,-2.017882595816355540e+00,-2.204536245263370109e+00,5.045913746284877988e-01,2.275090450393010943e+00,-5.211851878506770230e-01,-1.203815596250490838e+00,7.254779691418714593e-01,3.874463485433663479e-01,2.489010029289003278e-01,9.749952916198665331e-01,-1.050078226686681493e+00,1.629478568669669336e+00,8.275519270066730160e-01,-1.026668954561174907e+00,-8.583085452400833759e-01,-3.523789195221588288e-01,1.825804001173094715e-01,-1.608764207398522661e+00
1.138000000000000078e+01,-2.528962274386073794e+00,-3.646810677704370729e-01,-8.501445595471188721e-01,-2.010307105012103968e+00,-2.199628670908187367e+00,5.241262538728721498e-01,2.253768282180891980e+00,-4.885111418773285252e-01,-1.187278082358081299e+00,7.047352424435744389e-01,3.700149517038070490e-01,2.418585581183306521e-01,9.784154468526984338e-01,-1.082080281099825569e+00,1.637928087884196859e+00,8.259992381399896555e-01,-1.047499985371113995e+00,-8.846419398974529891e-01,-3.517415050215287331e-01,1.594252249418509071e-01,-1.591270432375525790e+00
1.140000000000000036e+01,-2.538404347778183023e+00,-3.882615929528034360e-01,-8.362607122535199444e-01,-2.003085432490503859e+00,-2.194861768592001106e+00,5.437249018417324997e-01,2.231809639699340764e+00,-4.556679997656832848e-01,-1.170783597289227096e+00,6.835821301591914478e-01,3.520683694773043548e-01,2.348362552286903382e-01,9.813720275056062592e-01,-1.113722263383818856e+00,1.646387256742119387e+00,8.232510297391937293e-01,-1.067706959014517176e+00,-9.098205945785886595e-01,-3.503672458975105597e-01,1.362290793250337528e-01,-1.572759599263942487e+00
1.141999999999999993e+01,-2.547187866147174962e+00,-4.115128571476870389e-01,-8.228039268341738044e-01,-1.996227648435564772e+00,-2.190234989129943965e+00,5.633780413021727274e-01,2.209221926744922904e+00,-4.226556276423738545e-01,-1.154355925836033858e+00,6.620311459296889245e-01,3.336300820167912295e-01,2.278486770310437504e-01,9.838645819768455647e-01,-1.144983991806138413e+00,1.654849984806900265e+00,8.193201856928200577e-01,-1.087286662841935758e+00,-9.338061762641679531e-01,-3.482717038095952677e-01,1.130287207375048619e-01,-1.553247807536979552e+00
1.143999999999999950e+01,-2.555309444640430971e+00,-4.344364321987380650e-01,-8.097820350707336523e-01,-1.989743345843516309e+00,-2.185747494853282458e+00,5.830763933304660140e-01,2.186012947466630330e+00,-3.894740241279953663e-01,-1.138018575737587357e+00,6.400948654690785666e-01,3.147243238053440972e-01,2.209100862079816929e-01,9.858933922210034728e-01,-1.175845615958283741e+00,1.663309114393175303e+00,8.142215239768584301e-01,-1.106236099856631849e+00,-9.565615944577073870e-01,-3.454713201114051335e-01,8.986073741163906614e-02,-1.532752087171863620e+00
1.146000000000000085e+01,-2.562765699880002579e+00,-4.570343570129368205e-01,-7.972026166448507034e-01,-1.983641625688487009e+00,-2.181398166184780330e+00,6.028106919453657397e-01,2.162190899554501833e+00,-3.561233415978797279e-01,-1.121794739215112635e+00,6.177859223914042852e-01,2.953760582407277124e-01,2.140344081137998122e-01,9.874594697696306156e-01,-1.206287635185399498e+00,1.671756429374167352e+00,8.079717744324066420e-01,-1.124552474734935137e+00,-9.780510574369452037e-01,-3.419833802465825912e-01,6.676148894482589191e-02,-1.511290380437707359e+00
1.148000000000000043e+01,-2.569553253248703317e+00,-4.793091308695089370e-01,-7.850729980195858548e-01,-1.977931082607639945e+00,-2.177185608551647888e+00,6.225716986499801875e-01,2.137764367063356818e+00,-3.226039072435804567e-01,-1.105707254983377741e+00,5.951170043157634204e-01,2.756109511101446641e-01,2.072352142584292234e-01,9.885645505680642486e-01,-1.236290916641695992e+00,1.680182666299481875e+00,8.005895533684389553e-01,-1.142233180007601767e+00,-9.982401269669008981e-01,-3.378259769884407460e-01,4.376704733076106080e-02,-1.488881522689693870e+00
1.150000000000000000e+01,-2.575668734595032650e+00,-5.012637059743535461e-01,-7.734002513959614689e-01,-1.972619791127645517e+00,-2.173108159621388147e+00,6.423502168586265881e-01,2.112742312879314355e+00,-2.889162438890254814e-01,-1.089778570801481106e+00,5.721008492457873018e-01,2.554553429868023362e-01,2.005257065375823100e-01,9.892110886379386070e-01,-1.265836712952008503e+00,1.688577527806543133e+00,7.920953350278050475e-01,-1.159275782437779290e+00,-1.017095771390234438e+00,-3.330179725896755816e-01,2.091313851279238967e-02,-1.465545222191616981e+00
1.151999999999999957e+01,-2.581108786351606899e+00,-5.229014792714006266e-01,-7.621911937392238379e-01,-1.967715292453734888e+00,-2.169163896845404338e+00,6.621371061852772133e-01,2.087134070837199040e+00,-2.550610905156976971e-01,-1.074030706625334730e+00,5.487502422193201168e-01,2.349362205816050708e-01,1.939187022302452101e-01,9.894022485767612896e-01,-1.294906679460261500e+00,1.696929698304792566e+00,7.825114199597557052e-01,-1.175678009630508392e+00,-1.034586417012681281e+00,-3.275789599100419891e-01,-1.764915447456077979e-03,-1.441302038990069034e+00
1.154000000000000092e+01,-2.585870068060788896e+00,-5.442262835235385232e-01,-7.514523858694497349e-01,-1.963224581841871652e+00,-2.165350645294811471e+00,6.819232965704747906e-01,2.060949337497262945e+00,-2.210394224515983552e-01,-1.058485218423233620e+00,5.250780122233000835e-01,2.140811870848436105e-01,1.874266197832560876e-01,9.891418969077845347e-01,-1.323482891046146026e+00,1.705226861907720881e+00,7.718619003473784490e-01,-1.191437736908028011e+00,-1.050681997703667658e+00,-3.215292225914154756e-01,-2.423225349398061557e-02,-1.416173362864631580e+00
1.156000000000000050e+01,-2.589949261300374062e+00,-5.652423776770050257e-01,-7.411901316112456950e-01,-1.959154096573895831e+00,-2.161665985772543763e+00,7.016998022238827293e-01,2.034198163590034358e+00,-1.868524711793310422e-01,-1.043163162714876080e+00,5.010970293681964449e-01,1.929184315343779876e-01,1.810614654013215363e-01,9.884345922952343377e-01,-1.351547858491769283e+00,1.713455722583717034e+00,7.601726223433792340e-01,-1.206552974484320417e+00,-1.065354002634585573e+00,-3.148896943510145485e-01,-4.645453190174816949e-02,-1.390181390379611859e+00
1.158000000000000007e+01,-2.593343075001262044e+00,-5.859544365242805863e-01,-7.314104769974156817e-01,-1.955509704554715844e+00,-2.158107263185451430e+00,7.214577353599286313e-01,2.006890945138478433e+00,-1.525017437192378589e-01,-1.028085061893109442e+00,4.768202023156830616e-01,1.714766972482864027e-01,1.748348204593840327e-01,9.872855746417654732e-01,-1.379084544380591248e+00,1.721602026492738080e+00,7.474711454725757598e-01,-1.221021854971523490e+00,-1.078575522079777471e+00,-3.076819174648596222e-01,-6.839797971370895069e-02,-1.363349101063896729e+00
1.159999999999999964e+01,-2.596048251148172614e+00,-6.063675396817229668e-01,-7.221192095216024676e-01,-1.952296693549878892e+00,-2.154671595159804109e+00,7.411883197043696025e-01,1.979038414267017210e+00,-1.179890415442713114e-01,-1.013270870386435929e+00,4.522604759526130946e-01,1.497852493614927338e-01,1.687578297528122273e-01,9.857007530867970546e-01,-1.406076378511444958e+00,1.729650586471831231e+00,7.337866991643516856e-01,-1.234842621249885752e+00,-1.090321291207892340e+00,-2.999280005146448547e-01,-9.002945320110006255e-02,-1.335700232746638960e+00
1.162000000000000099e+01,-2.598061570853624325e+00,-6.264871598993371205e-01,-7.133218574350509433e-01,-1.949519761081029756e+00,-2.151355880883292659e+00,7.608829037499990067e-01,1.950651629707246926e+00,-8.331647898399728580e-02,-9.987399417190097051e-01,4.274308293036986894e-01,1.278738415072358803e-01,1.628411905994013864e-01,9.836866929261364190e-01,-1.432507272811079257e+00,1.737585308628682323e+00,7.191501364830581444e-01,-1.248013614732012000e+00,-1.100567731794092063e+00,-2.916505754722455990e-01,-1.113164892602642730e-01,-1.307259256077422549e+00
1.164000000000000057e+01,-2.599379860794538644e+00,-6.463191507211843989e-01,-7.050236890827933367e-01,-1.947183004995939326e+00,-2.148156810156368834e+00,7.805329737401517365e-01,1.921741967010551111e+00,-4.848650107600804837e-02,-9.845109965234407623e-01,4.023442736747097070e-01,1.057726816856442015e-01,1.570951428056807375e-01,9.812506014750090877e-01,-1.458361635729197525e+00,1.745389220998512680e+00,7.035938851289968987e-01,-1.260533264051094449e+00,-1.109292991786442251e+00,-2.828727541969476289e-01,-1.322273576609100387e-01,-1.278051348260591968e+00
1.166000000000000014e+01,-2.599999999999999645e+00,-6.658697335160277397e-01,-6.972297122747402875e-01,-1.945289914728927760e+00,-2.145070872635521653e+00,8.001301663590962843e-01,1.892321108478118186e+00,-1.350190082396582336e-02,-9.706020915602273647e-01,3.770138510174286806e-01,8.351239736297323690e-02,1.515294595085187324e-01,9.784003128983064235e-01,-1.483624386100578452e+00,1.753044504215917065e+00,6.871518957871707300e-01,-1.272400074201748277e+00,-1.116476982662812256e+00,-2.736180844212736107e-01,-1.527311120625671759e-01,-1.248102366034365751e+00
1.167999999999999972e+01,-2.599918926977916822e+00,-6.851454838988635387e-01,-6.899446736873346975e-01,-1.943843363266627433e+00,-2.142094367250887199e+00,8.196662811089123757e-01,1.862401032819171576e+00,2.163416417750191334e-02,-9.570305897960740271e-01,3.514526325070381763e-01,6.112399984631076977e-02,1.461534389014881030e-01,9.751442720334989600e-01,-1.508280966459485395e+00,1.760532524149559963e+00,6.698595879053922397e-01,-1.283612616160923814e+00,-1.122101414517697959e+00,-2.639105053019130676e-01,-1.727976397179801504e-01,-1.217438817926264072e+00
1.170000000000000107e+01,-2.599133647167521932e+00,-7.041533175650267484e-01,-6.831730582916113459e-01,-1.942845599833112669e+00,-2.139223411780418083e+00,8.391332923529759569e-01,1.831994004548510580e+00,5.691815578976910928e-02,-9.438131315916347130e-01,3.256737173220670689e-01,3.863884797972411134e-02,1.409758968539188972e-01,9.714915172332764248e-01,-1.532317355792217395e+00,1.767833866444060265e+00,6.517537929876207059e-01,-1.294169517015190340e+00,-1.126149828821569887e+00,-2.537743026127660118e-01,-1.923977097842898276e-01,-1.186087835817252190e+00
1.172000000000000064e+01,-2.597641240703899790e+00,-7.229004755595658249e-01,-6.769190888037239784e-01,-1.942298243307499117e+00,-2.136453952562692216e+00,8.585233610067375398e-01,1.801112563134728450e+00,9.234614008659952633e-02,-9.309656070474884304e-01,2.996902316165214741e-01,1.608861120895752062e-02,1.360051604290297700e-01,9.674516622565280111e-01,-1.555720081714304204e+00,1.774928372909924557e+00,6.328726954925392167e-01,-1.304069450619413706e+00,-1.128607628798635298e+00,-2.432340636574807646e-01,-2.115030201650923980e-01,-1.154077145847834496e+00
1.174000000000000021e+01,-2.595438870479994442e+00,-7.413945090055086284e-01,-6.711867251541874246e-01,-1.942202276386165494e+00,-2.133781774330319791e+00,8.778288458570556729e-01,1.769769511910735282e+00,1.279137728563113641e-01,-9.185031295553065522e-01,2.735153276733116590e-01,-6.494767937205478403e-03,1.312490623059579531e-01,9.630348772377930189e-01,-1.578476232059541573e+00,1.781795179698977938e+00,6.132557714313899844e-01,-1.313311128810615847e+00,-1.129462107372255719e+00,-2.323146319791478953e-01,-2.300862428088115974e-01,-1.121435038700079989e+00
1.175999999999999979e+01,-2.592523790490810942e+00,-7.596432633155683067e-01,-6.659796639723450928e-01,-1.942558040500772965e+00,-2.131202510145851825e+00,8.970423144919505987e-01,1.737977906758511937e+00,1.636162858847245993e-01,-9.064400105992763690e-01,2.471621832276889863e-01,-2.907911189973948207e-02,1.267149361089829895e-01,9.582518687667911372e-01,-1.600573465868686762e+00,1.788412757199448144e+00,5.929437247629621988e-01,-1.321893293199390085e+00,-1.128702472630714659e+00,-2.210410619449117986e-01,-2.481210673912810638e-01,-1.088190339290400876e+00
1.177999999999999936e+01,-2.588893354443882799e+00,-7.776548619127612305e-01,-6.613013380827559295e-01,-1.943365231502264034e+00,-2.128711651422007911e+00,9.161565538233448214e-01,1.705751044580158027e+00,1.994484740526706879e-01,-8.947897358507852505e-01,2.206440009488803700e-01,-5.163204662634765518e-02,1.224096126456591660e-01,9.531138591110325242e-01,-1.622000023766441146e+00,1.794758951581729267e+00,5.719784216872544347e-01,-1.329814707559942466e+00,-1.126319870769575848e+00,-2.094385732832377833e-01,-2.655822433130698990e-01,-1.054372375908488424e+00
1.180000000000000071e+01,-2.584545024619362419e+00,-7.954376894861779901e-01,-6.571549160104734888e-01,-1.944622896120020927e+00,-2.126304558008053291e+00,9.351645801859560514e-01,1.673102451567628712e+00,2.354046832803038392e-01,-8.835649425973901572e-01,1.939740080677812839e-01,-7.412104054169579848e-02,1.183394170540279788e-01,9.476325646158965110e-01,-1.642744737715953196e+00,1.800811027922717855e+00,5.504028229429469565e-01,-1.337074150838362785e+00,-1.122307406470439917e+00,-1.975325056514811717e-01,-2.824456199447293314e-01,-1.020010948838543374e+00
1.182000000000000028e+01,-2.579476380962502535e+00,-8.130003748090073312e-01,-6.535433014924107997e-01,-1.946329429204329609e+00,-2.123976468324154432e+00,9.540596489962652749e-01,1.640045871283686285e+00,2.714787993490639373e-01,-8.727773985448934457e-01,1.671654561381493709e-01,-9.651344389928123713e-02,1.145101668575318477e-01,9.418201733178639401e-01,-1.662797040140883365e+00,1.806545714833722727e+00,5.282609142171288408e-01,-1.343670410797294990e+00,-1.116660160679606273e+00,-1.853482733110918268e-01,-2.986881850559807150e-01,-9.851362984995285510e-01
1.183999999999999986e+01,-2.573685130390679365e+00,-8.303517731466391050e-01,-6.504691329922556164e-01,-1.948482571759265536e+00,-2.121722509525572065e+00,9.728352639561935744e-01,1.606595252566805243e+00,3.076642376305958049e-01,-8.624379820291733223e-01,1.402316209183954443e-01,-1.187765284625991319e-01,1.109271709247051652e-01,9.356893218078328189e-01,-1.682146972405771601e+00,1.811939250514135846e+00,5.055976347789159497e-01,-1.349602278313671633e+00,-1.109375205753851734e+00,-1.729113199874136864e-01,-3.142881013677752966e-01,-9.497790731417093957e-01
1.185999999999999943e+01,-2.567169116296526887e+00,-8.475009482833993912e-01,-6.479347832166538756e-01,-1.951079409772050299e+00,-2.119537707678662564e+00,9.914851857868625107e-01,1.572764737272958957e+00,3.439539337503301764e-01,-8.525566636721434444e-01,1.131858023607613811e-01,-1.408775274626505591e-01,1.075952293291885242e-01,9.292530713826533395e-01,-1.700785192646220745e+00,1.816967430150330021e+00,4.824588044516323060e-01,-1.354868542344658255e+00,-1.100451617944335325e+00,-1.602470739905050567e-01,-3.292247411691440195e-01,-9.139702961372973000e-01
1.188000000000000078e+01,-2.559926328228247172e+00,-8.644571541971004525e-01,-6.459423586306463072e-01,-1.954116373843879151e+00,-2.117416997930711808e+00,1.010003440478588033e+00,1.538568647867377015e+00,3.803403352117988301e-01,-8.431424895139179032e-01,8.604132469438419140e-02,-1.627836757782972210e-01,1.045186341040796885e-01,9.225248835241397494e-01,-1.718702982941140656e+00,1.821605654576729627e+00,4.588910490410341714e-01,-1.359467985575409266e+00,-1.089890487193462931e+00,-1.473809036727819211e-01,-3.434787189438630595e-01,-8.777413329034552403e-01
1.190000000000000036e+01,-2.551954911727609687e+00,-8.812298164112494225e-01,-6.444936989706222530e-01,-1.957589239626136290e+00,-2.115355234655808658e+00,1.028384327044064017e+00,1.504021474879498443e+00,4.168153940060737028e-01,-8.342035656508461905e-01,5.881153658849733179e-02,-1.844622502854924850e-01,1.017011708831433436e-01,9.155185947458829299e-01,-1.735892255820100649e+00,1.825828980113570532e+00,4.349417243396951349e-01,-1.363399380760633495e+00,-1.077694924223434603e+00,-1.343380732984737480e-01,-3.570319219551527090e-01,-8.411238574963659786e-01
1.191999999999999993e+01,-2.543253178305729278e+00,-8.978285130553116389e-01,-6.435903767533220909e-01,-1.961493129064824759e+00,-2.113347201559092170e+00,1.046622424762510661e+00,1.469137864234464352e+00,4.533705602290225012e-01,-8.257470444066832282e-01,3.150981138174879792e-02,-2.058806103210736316e-01,9.914612141988787819e-02,9.082483908491973956e-01,-1.752345560099608512e+00,1.829612169493617380e+00,4.106588388300961845e-01,-1.366661487770393091e+00,-1.063870064899098189e+00,-1.211436993990026856e-01,-3.698675387399041892e-01,-8.041498189153670761e-01
1.193999999999999950e+01,-2.533819615536240466e+00,-9.142629556639371158e-01,-6.432336967797106508e-01,-1.965822512454973081e+00,-2.111387621721930064e+00,1.064712599903383294e+00,1.433932604474648542e+00,4.899967767272279118e-01,-8.177791120616617615e-01,4.149547363506232017e-03,-2.270062382064194639e-01,9.685626697407376251e-02,9.007287806304649092e-01,-1.768056086042893105e+00,1.832929743787977905e+00,3.860909752112352544e-01,-1.369253051348909622e+00,-1.048423071851700472e+00,-1.078227076873711221e-01,-3.819700854672517520e-01,-7.668514071565869505e-01
1.196000000000000085e+01,-2.523652897245104665e+00,-9.305429697465273930e-01,-6.434246956328233402e-01,-1.970571211305643056e+00,-2.109471167570788452e+00,1.082650011919096267e+00,1.398420613884799879e+00,5.266844747916463731e-01,-8.103049781617550629e-01,-2.325583190720991247e-02,-2.478067797761194790e-01,9.483389255373750326e-02,8.929745690830169780e-01,-1.783017669838584895e+00,1.835756035239162864e+00,3.612872108756058909e-01,-1.371172799593523672e+00,-1.031363133354091577e+00,-9.439979060351300078e-02,-3.933254301197469660e-01,-7.292610190556810812e-01
1.198000000000000043e+01,-2.512751893775931222e+00,-9.466784751589581992e-01,-6.441641411689799090e-01,-1.975732402015115241e+00,-2.107592470752817526e+00,1.100430119097094650e+00,1.362616927534459066e+00,5.634235709162216388e-01,-8.033288664278218638e-01,-5.069287725961994090e-02,-2.682500848566071738e-01,9.308079199941016180e-02,8.850008301374897579e-01,-1.797224797394472828e+00,1.838065240907760689e+00,3.362970374652212158e-01,-1.372419443159294428e+00,-1.012701459441933904e+00,-8.089936556128091150e-02,-4.039208144588690708e-01,-6.914112239595450182e-01
1.200000000000000000e+01,-2.501115682309336563e+00,-9.626794663096340798e-01,-6.454525320020442214e-01,-1.981298620354679185e+00,-2.105746131901445661e+00,1.118048683662495435e+00,1.326536684251362175e+00,6.002034646367844228e-01,-7.968540072817501541e-01,-7.814811356046331980e-02,-2.883042476396681653e-01,9.159827389580224577e-02,8.768228789853149685e-01,-1.810672607443322368e+00,1.839831477037432439e+00,3.111702796369861801e-01,-1.372991675193053762e+00,-9.924512752794831805e-01,-6.734553396637527056e-02,-4.137448737401610566e-01,-6.533347292670197426e-01
1.201999999999999957e+01,-2.488743557214614821e+00,-9.785559922323580073e-01,-6.472900969807038329e-01,-1.987261766758386505e+00,-2.103926730275610169e+00,1.135501776323406764e+00,1.290195113539630567e+00,6.370130374636273629e-01,-7.908826320041071334e-01,-1.056080393692736541e-01,-3.079376468957257251e-01,9.038716829485435311e-02,8.684562440306765607e-01,-1.823356893958536062e+00,1.841028834041415596e+00,2.859570131691530626e-01,-1.372888171999063989e+00,-9.706278117725227750e-01,-5.376204107303178548e-02,-4.227876541468702509e-01,-6.150643458787414808e-01
1.204000000000000092e+01,-2.475635040411716670e+00,-9.943181365587652198e-01,-6.496767946590402687e-01,-1.993613112415011157e+00,-2.102128833256545093e+00,1.152785780251948333e+00,1.253607522456561041e+00,6.738406529192075833e-01,-7.854159685351405074e-01,-1.330591266142844287e-01,-3.271189859719088044e-01,8.944783423271160383e-02,8.599166385168379723e-01,-1.835274107878226424e+00,1.841631432012412528e+00,2.607074825418053132e-01,-1.372107594436725808e+00,-9.472482934350547890e-01,-4.017223674568903835e-02,-4.310406279146276054e-01,-5.766329535963435893e-01
1.206000000000000050e+01,-2.461789891721363421e+00,-1.009975997423284255e+00,-6.526123127609410046e-01,-2.000343306157353673e+00,-2.100347005686456825e+00,1.169897394494922693e+00,1.216789282461885113e+00,7.106741576904269664e-01,-7.804542389283253279e-01,-1.604878203035868811e-01,-3.458173325200657455e-01,8.878016802187574386e-02,8.512199318732762698e-01,-1.846421358137106061e+00,1.841613476656574155e+00,2.354720181253022182e-01,-1.370648590049124982e+00,-9.223319235203919497e-01,-2.659903719014122814e-02,-4.384967061233960850e-01,-5.380734665112638648e-01
1.208000000000000007e+01,-2.447208119180870334e+00,-1.025539667333772442e+00,-6.560960676392147972e-01,-2.007442382142963666e+00,-2.098575819033758449e+00,1.186833636809050185e+00,1.179755816253247103e+00,7.475008839030630181e-01,-7.759966584629187647e-01,-1.878805382861821749e-01,-3.640021579001876950e-01,8.838361229851809941e-02,8.423821208304588248e-01,-1.856796412006393782e+00,1.840949315551288157e+00,2.103009531113205210e-01,-1.368509795919502725e+00,-8.958998664312248783e-01,-1.306488771683161909e-02,-4.451502491366641778e-01,-4.994187984232683619e-01
1.209999999999999964e+01,-2.431889989303241517e+00,-1.041019213041002756e+00,-6.601272037305434548e-01,-2.014899768319217799e+00,-2.096809860369996059e+00,1.203591845916544667e+00,1.142522584601857849e+00,7.843076525236845065e-01,-7.720414364193621815e-01,-2.152236710773660633e-01,-3.816433762049489808e-01,8.825716580369477593e-02,8.334193003495162788e-01,-1.866397694742709445e+00,1.839613494625643053e+00,1.852445403218399289e-01,-1.365689842251057273e+00,-8.679752274273526691e-01,4.082734028938439508e-04,-4.509970746715912804e-01,-4.607018283289018856e-01
1.212000000000000099e+01,-2.415836037256912316e+00,-1.056424655440312055e+00,-6.647045930077045695e-01,-2.022704295664663920e+00,-2.095043741143984839e+00,1.220169683177841913e+00,1.105105073202033772e+00,8.210807778925960365e-01,-7.685857785185807867e-01,-2.425035817629134782e-01,-3.987113828515778113e-01,8.839939387601744580e-02,8.243476344143041423e-01,-1.875224288547781004e+00,1.837580814761808679e+00,1.603528690315804139e-01,-1.362187356663836724e+00,-8.385830296536150863e-01,1.379904992885744308e-02,-4.560344634876363767e-01,-4.219553660197531419e-01
1.214000000000000057e+01,-2.399047076943509715e+00,-1.071765949538651119e+00,-6.698268344307881650e-01,-2.030844208197417622e+00,-2.093272105739184319e+00,1.236565133679173867e+00,1.067518779548439989e+00,8.578060733891328393e-01,-7.656258910235824722e-01,-2.697066059962932028e-01,-4.151770926876983125e-01,8.880843963216911163e-02,8.151833267335861777e-01,-1.883275930841531887e+00,1.834826388415050191e+00,1.356757819396532949e-01,-1.358000969200777286e+00,-8.077501885145912386e-01,2.708662143578027814e-02,-4.602611626849916204e-01,-3.832121178303549147e-01
1.216000000000000014e+01,-2.381524210950978215e+00,-1.087052964520275333e+00,-6.754922533994046630e-01,-2.039307173740390944e+00,-2.091489639800778733e+00,1.252776506733718209e+00,1.029779199854663707e+00,8.944688582287403378e-01,-7.631569864989830032e-01,-2.968190521030377171e-01,-4.310119775583934887e-01,8.948203581056873857e-02,8.059425914011866254e-01,-1.890553011851975107e+00,1.831325696149846527e+00,1.112627924259409623e-01,-1.353129318033336137e+00,-7.755054834264529795e-01,4.025077583427244532e-02,-4.636773866079787476e-01,-3.445046525752222255e-01
1.217999999999999972e+01,-2.363268840359485257e+00,-1.102295463944129583e+00,-6.816989012081647870e-01,-2.048080295432021636e+00,-2.089691078319477757e+00,1.268802435795895356e+00,9.919018160268362472e-01,9.310539653890294032e-01,-7.611732912214445035e-01,-3.238272013061083143e-01,-4.461881032823500348e-01,9.041751725237784365e-02,7.966416235620471520e-01,-1.897056571526047675e+00,1.827054642989369260e+00,8.716300222757153437e-02,-1.347571055855511624e+00,-7.418795269803336589e-01,5.327194057689071949e-02,-4.662848153523753147e-01,-3.058653677143280958e-01
1.220000000000000107e+01,-2.344282674377531794e+00,-1.117503086105883225e+00,-6.884445545079954654e-01,-2.057150123970206579e+00,-2.087871213459536079e+00,1.284641877789468145e+00,9.539020827057553831e-01,9.675457506601312652e-01,-7.596680542312537199e-01,-3.507173080859330994e-01,-4.606781659857074329e-01,9.161183399306997710e-02,7.872965701320673304e-01,-1.902788295766370652e+00,1.821989614475678643e+00,6.342501967013750019e-02,-1.341324856953430622e+00,-7.069047315552806632e-01,6.613121249953968217e-02,-4.680865908794986652e-01,-2.673264557858922030e-01
1.222000000000000064e+01,-2.324567739785898368e+00,-1.132685324597292098e+00,-6.957267147761064807e-01,-2.066502670576045197e+00,-2.086024902119075541e+00,1.300294111850953671e+00,9.157954143910045364e-01,1.003928102812471579e+00,-7.586335580126140066e-01,-3.774756006884521509e-01,-4.744555277429967632e-01,9.306156493678095776e-02,7.779235006195582836e-01,-1.907750511999656062e+00,1.816107532338195441e+00,4.009687858766219914e-02,-1.334389424936114565e+00,-6.706152734227328605e-01,7.881038625087449789e-02,-4.690873107436783207e-01,-2.289198711450586843e-01
1.224000000000000021e+01,-2.304126390167089422e+00,-1.147851509095356715e+00,-7.035426077977204873e-01,-2.076123420663081642e+00,-2.084147073211323420e+00,1.315758737490907437e+00,8.775971726602717071e-01,1.040184454873212427e+00,-7.580611307875353422e-01,-4.040882817942981209e-01,-4.874942514754811995e-01,9.476293208475780605e-02,7.685383780959077482e-01,-1.911946184083272993e+00,1.809385909668374648e+00,1.722595806422519416e-02,-1.326763501111429822e+00,-6.330470543880339918e-01,9.129198126496773646e-02,-4.692930194435786517e-01,-1.906772970464770955e-01
1.225999999999999979e+01,-2.282961314898297900e+00,-1.163010786413322117e+00,-7.118891831628921807e-01,-2.085997348196659829e+00,-2.082232734655990569e+00,1.331035672176480222e+00,8.393226534971554020e-01,1.076297796500336412e+00,-7.579411604055854568e-01,-4.305415293617623207e-01,-4.997691350580836245e-01,9.671181528833396046e-02,7.591570303628849548e-01,-1.915378906557209326e+00,1.801802905499096497e+00,-5.141096870903083538e-03,-1.318445873489744402e+00,-5.942376610183360830e-01,1.035592672350241772e-01,-4.687111974116263124e-01,-1.526301131085043561e-01
1.228000000000000114e+01,-2.261075547885978754e+00,-1.178172101845278208e+00,-7.207631137820348366e-01,-2.096108930727113240e+00,-2.080276980070596693e+00,1.346125148339693434e+00,8.009870747403760038e-01,1.112250687441563635e+00,-7.582631098091059396e-01,-4.568214976559785701e-01,-5.112557445871868111e-01,9.890376749606157036e-02,7.497951213636150358e-01,-1.918052898249444249e+00,1.793337378688016903e+00,-2.695845346432346190e-02,-1.309435386396259338e+00,-5.542263215096211448e-01,1.155962880486784972e-01,-4.673507476595731291e-01,-1.148093631960311334e-01
1.230000000000000071e+01,-2.238472476020560542e+00,-1.193344180835614887e+00,-7.301607954239843767e-01,-2.106442165079528639e+00,-2.078274995152169957e+00,1.361027709816748699e+00,7.626055636673119142e-01,1.148025272063108559e+00,-7.590155340509463500e-01,-4.829143184762458851e-01,-5.219304467626200150e-01,1.013340304638535166e-01,7.404681228839162799e-01,-1.919972995243472536e+00,1.783968941005035447e+00,-4.818116824699880674e-02,-1.299730950671547980e+00,-5.130538602492386024e-01,1.273878841480844959e-01,-4.652219801019782386e-01,-7.724572375850506656e-02
