t,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
2.483999999999999986e+01,-2.276854143412412768e+00,-1.181757191133947282e+00,-6.758769971396119125e-01,-2.087728010975093085e+00,-2.079710502701312080e+00,1.395771488456369891e+00,6.855475136631079547e-01,1.233227422954604746e+00,-7.750306830898289201e-01,-5.343614692580300751e-01,-6.478500950297371164e-01,9.544539939117605010e-02,7.084481952322008169e-01,-1.923583803830792638e+00,1.521027924359982908e+00,-9.586596537895423209e-01,-8.105114761186201777e-01,-3.175482999958134656e+00,7.169860530266030096e+00,1.776851453066660369e+00,-4.935942023850666160e+00,1.735356811383561570e+00,-8.602388840415182703e-01,-1.532659566547819763e+00,-7.090798722800235598e-01,1.535050970210437293e-01,-6.380243494898305001e-02,-1.027439253563180027e-01
2.485999999999999943e+01,-2.250954709048667013e+00,-1.196859975718887803e+00,-6.879142474587012224e-01,-2.102032554564344125e+00,-2.077835405447745476e+00,1.409451198399749527e+00,6.485972458464095425e-01,1.274119401520001693e+00,-7.777681092071033753e-01,-5.636604861048446491e-01,-6.691946565213242604e-01,9.257913679759705028e-02,6.879315750555690112e-01,-1.899411482152715713e+00,7.514291169451915442e-01,1.803471027044305286e+00,-3.736614146871227060e+00,1.410414164924307601e+00,-6.228609841363393906e-01,-5.434444053162282628e+00,4.425147215677021073e+00,1.753099597249285324e+00,-8.429681615810100670e-01,-1.513486331131596252e+00,-6.415440523159913200e-01,1.233335595067665408e-01,-3.275199952759011435e-02,-8.593865468428077414e-02
2.487999999999999901e+01,-2.226334154935641685e+00,-1.213333570042850695e+00,-6.989246162455062805e-01,-2.115348876136827982e+00,-2.075900345354836141e+00,1.423235007276497877e+00,6.080849611121484921e-01,1.321680532780351580e+00,-7.993820674511126212e-01,-5.870477100715406626e-01,-6.786606977436011601e-01,9.197642098255524867e-02,6.985902226763940348e-01,-1.928520069090788436e+00,4.096821166706577366e-01,3.260470177087862464e-01,-3.547447440492024207e+00,-1.120329701794594290e-01,-3.636799273372198993e+00,2.114351401349348514e+00,-1.875302515641585233e+00,1.715976454461560774e+00,-8.057228024926282872e-01,-1.512988456089281231e+00,-6.033085749935914732e-01,1.474665206730644829e-01,-6.131190274631781456e-02,-5.708546564466097928e-02
2.490000000000000213e+01,-2.198554382022577691e+00,-1.228721942060235550e+00,-7.103284338368749395e-01,-2.129264653541810492e+00,-2.073257382748610933e+00,1.436471297586507934e+00,5.703432669172794345e-01,1.356884728041423571e+00,-7.979066228923424875e-01,-6.252518718048096780e-01,-6.803103973317484732e-01,8.249911348404803668e-02,6.741067466579668821e-01,-1.924383054976828378e+00,-5.694090642219390430e-01,3.004735672348493924e+00,-7.029781085979390554e+00,1.785367870065312168e+00,-2.917101817580197931e+00,-7.428780502020423393e-01,-6.565691699995475084e+00,1.669049714867903766e+00,-8.062155385557157050e-01,-1.522103024489976697e+00,-5.145681479822689086e-01,1.480775143164585195e-01,-1.558230738642791061e-02,-8.426041464036843065e-02
2.492000000000000171e+01,-2.170705876701711112e+00,-1.244348105235776991e+00,-7.238908984007854652e-01,-2.142849083783301189e+00,-2.072637212411622798e+00,1.451202139972960881e+00,5.324868947756926651e-01,1.402144055114184384e+00,-7.982113241220555322e-01,-6.603206839795268124e-01,-6.956481497070160502e-01,9.589685690253170469e-02,6.809120913308834844e-01,-1.941320957581292417e+00,1.781268327088846748e+00,1.652215911117027591e+00,-4.262525557709698987e+00,-8.874893018924014942e-01,5.344064307740234998e-01,9.870915400779830762e+00,-1.276062318038088783e+01,1.713368797048543390e+00,-7.930044399079066997e-01,-1.470485496117267976e+00,-4.912090253394405526e-01,1.988861599246426748e-01,5.524852944431503723e-03,-8.577907245093022159e-02
2.494000000000000128e+01,-2.143298110325522643e+00,-1.260982315217396454e+00,-7.375102848759705898e-01,-2.157413068964189495e+00,-2.070957913734537303e+00,1.464420236492752103e+00,4.938654763824548155e-01,1.441210324369575080e+00,-8.204113473092019548e-01,-6.788300357512563332e-01,-6.993058220875205677e-01,9.761909245788794043e-02,6.561087537356838917e-01,-1.883175894256645888e+00,2.749373668391634218e-01,5.614601045338534213e-01,-3.810440628249181838e+00,2.076581881048717576e-02,7.108747839791283774e+00,-3.303473497994297681e+00,1.316432961013503977e+01,1.653634346701394531e+00,-7.776725869592623352e-01,-1.469448319122969915e+00,-4.351480490703505399e-01,1.978908601531801092e-01,-2.078054410111616207e-02,-8.843441259821993583e-02
2.496000000000000085e+01,-2.112970117724817243e+00,-1.277424173201631374e+00,-7.517624721023149492e-01,-2.170113457435393745e+00,-2.067680196868340481e+00,1.476786561839349865e+00,4.566461218389770149e-01,1.489473762129754908e+00,-8.299809205577131088e-01,-7.110305302926708260e-01,-7.041149764798274591e-01,1.212332386217612329e-01,6.245942230707960396e-01,-1.885431787854509711e+00,3.102806490373794190e+00,6.523422205174049526e-02,-3.324312490629802164e-01,3.572912156311031651e-01,3.730913871114361680e+00,-1.053469396004683567e+01,1.206942904985328546e+01,1.635623466030315054e+00,-7.351064298050500323e-01,-1.433042934653345979e+00,-3.928435476079626398e-01,1.797594425389093808e-01,-3.384907603645155583e-02,-6.141555316021687916e-02
2.498000000000000043e+01,-2.082988963090391277e+00,-1.294518902783529102e+00,-7.658302182413483372e-01,-2.184824518423468920e+00,-2.066142597121745528e+00,1.489506548652989038e+00,4.174837273397252191e-01,1.522139210384313657e+00,-8.384008112999452589e-01,-7.549676175986869131e-01,-7.096021458829721018e-01,1.238212223132100914e-01,6.267066483690614254e-01,-1.902129647283103742e+00,8.372792356398258695e-01,-6.286809496082270687e-01,-5.267906713868386603e-01,-2.079793768694774059e+00,8.519487588439359271e+00,-9.094981642531227095e+00,-6.260390857320062175e+00,1.576938728241203069e+00,-7.280021878106616162e-01,-1.402424092698633995e+00,-3.164525361937788883e-01,2.043620245365061483e-01,-3.146747111834660021e-02,-8.017062745415964864e-02
2.500000000000000000e+01,-2.052353719425767942e+00,-1.311631628729398980e+00,-7.811387555870334953e-01,-2.199334288881607424e+00,-2.063384338618452052e+00,1.502464099808498155e+00,3.799554718159006139e-01,1.569137328404039300e+00,-8.407141052684403704e-01,-7.868328117445431147e-01,-7.091611963553082765e-01,1.086712352652517005e-01,6.173416574214358743e-01,-1.899492896207757076e+00,6.898901178422838232e-01,2.642109048993682485e+00,-3.378893261909354351e+00,9.871723393447174866e-01,-4.077442617765278943e-01,-1.076171563324084524e+01,-3.333115795862989117e+00,1.542040378360331587e+00,-6.936139695803433813e-01,-1.376012427624185408e+00,-2.704716139868724722e-01,2.217836891872491112e-01,-1.409143081288397742e-03,-9.903746632025695051e-02
2.501999999999999957e+01,-2.020296025353424785e+00,-1.328402657448883861e+00,-7.970905686659313094e-01,-2.214038238716682816e+00,-2.060986562488496876e+00,1.514938156666341351e+00,3.412377359915595987e-01,1.626759766022392695e+00,-8.640827656714095140e-01,-7.905543111587111094e-01,-7.248296729604980504e-01,1.170317547781174750e-01,6.297850217646085991e-01,-1.922992343698742168e+00,2.171302712893522724e+00,-3.187472263956060009e-02,-7.276549293720575573e-01,1.708298354526873064e+00,-2.186377974437935245e-01,-8.293813872466325066e+00,-8.702247294337158934e+00,1.512044836043348051e+00,-6.404884127889418632e-01,-1.378898014910841185e+00,-1.830593027767621062e-01,2.270553447065226105e-01,-2.361041012852557047e-02,-5.790939711577966498e-02
2.503999999999999915e+01,-1.986938882225876002e+00,-1.345944652177055501e+00,-8.134794105662099817e-01,-2.228059613972953379e+00,-2.058826592587443827e+00,1.527491053804583387e+00,3.033386590042232434e-01,1.651371311973578004e+00,-8.582999214881544825e-01,-8.468483647126083813e-01,-7.154966556393356214e-01,1.292390276957108286e-01,5.909856951359336863e-01,-1.902657729378291585e+00,8.534306535017835982e-01,7.989577242233981691e-01,-3.895266070473271114e+00,1.549589616242619705e+00,-3.406160874189292809e+00,-3.008987548234533183e+00,2.074717298083177752e+01,1.461964362275801843e+00,-6.467456802907363134e-01,-1.342124034671623667e+00,-1.503589350577686501e-01,2.266763948702785747e-01,2.380879578622630000e-02,-2.149494911703213676e-02
2.506000000000000227e+01,-1.953835156892648639e+00,-1.362666063781712511e+00,-8.304300920131088004e-01,-2.242123946029299209e+00,-2.056028800837399029e+00,1.540264429558535486e+00,2.668170954038091014e-01,1.695887923037862510e+00,-8.696933192465592377e-01,-8.655946340278086737e-01,-7.084380465470681010e-01,1.300166901899207639e-01,5.824080391409091062e-01,-1.905907283187496137e+00,3.106949722870511188e+00,6.498074943301754280e-02,-6.793597810514888646e-01,3.225278334483909326e+00,-7.545304223144205125e+00,-1.492089608210393825e+00,-1.390969712361951238e+01,1.401673901182037829e+00,-5.815619428548850500e-01,-1.303773840793015060e+00,-1.090541926590423150e-01,1.993497566107619856e-01,4.215228287672267288e-02,-9.015666608286354577e-02
2.508000000000000185e+01,-1.919891246576636901e+00,-1.381091049473837762e+00,-8.472167456226353810e-01,-2.256448529200591135e+00,-2.053664976399828479e+00,1.550659839876283197e+00,2.292054747959729466e-01,1.745275101688026798e+00,-8.832933576007337972e-01,-8.877813965483545289e-01,-7.141156396641076265e-01,1.394891118842883915e-01,5.869391650951961692e-01,-1.859619573564523787e+00,5.684274989511066689e-01,1.868029699943296151e+00,-3.780177898353655142e+00,1.091721825895484166e+00,-1.240253139510351987e+00,-3.190476651879379677e+00,-1.070738466401800792e+01,1.350617163134401055e+00,-5.723544008416431295e-01,-1.304147830463457280e+00,-4.012913309566867870e-02,2.334677554944678546e-01,5.050883453846739812e-02,-9.762207527322527834e-02
2.510000000000000142e+01,-1.883593723043165635e+00,-1.398554787651741016e+00,-8.651470982704522195e-01,-2.271567316865603203e+00,-2.050058623100261546e+00,1.562596923920108294e+00,1.925150051062179679e-01,1.779564068271796584e+00,-8.942472689697182897e-01,-9.123276644068130103e-01,-7.095781388594591954e-01,1.350141923600128580e-01,5.863952602085009680e-01,-1.890641835356311695e+00,3.413016997116784523e+00,-3.435397926743034347e+00,2.713648144617660574e+00,-2.438464681996125094e+00,3.830953366701810747e+00,3.264132745911515254e+00,-3.472714684171531729e+00,1.286963071604158237e+00,-5.513268005457848675e-01,-1.252307171850988388e+00,-1.502626539323323115e-02,2.427935890020426202e-01,7.330992522369338127e-02,-5.694764758452120629e-02
2.512000000000000099e+01,-1.848644381710633500e+00,-1.417061198641463404e+00,-8.843577913614124597e-01,-2.285522671440428866e+00,-2.048280340418507262e+00,1.574343495324357800e+00,1.541476570649997213e-01,1.815638524160305911e+00,-9.042530060804401248e-01,-9.448032015783377480e-01,-7.067824865611102014e-01,1.476309989016832136e-01,5.753607510773569578e-01,-1.874415719212118026e+00,2.160039203269907837e+00,-1.956371538051736358e+00,5.732019251426661022e-01,-4.934709219828801174e-01,2.464534283305178375e-01,2.936558452295397886e-03,1.847314532384203511e+00,1.208593069068469195e+00,-4.946875723882330211e-01,-1.220884174821820212e+00,7.179124238545206427e-02,2.664831810461645301e-01,7.760323698430802997e-02,-3.533047912523452211e-02
2.514000000000000057e+01,-1.810868179953668999e+00,-1.434871024094370062e+00,-9.041427036512567073e-01,-2.298717280350803360e+00,-2.044187097329285496e+00,1.585863506125901434e+00,1.160258479286806199e-01,1.857254838616795078e+00,-9.192917478664348607e-01,-9.836870323000653782e-01,-6.890218171997736230e-01,1.460401455548797633e-01,5.993741161873548107e-01,-1.854952156007197983e+00,3.455375809614292137e+00,-2.053289899036645050e+00,-3.222626764747923978e-01,1.748553649688153300e+00,-6.473277001033508782e+00,8.344926759249871040e+00,1.133456026209285206e+01,1.177336998807968937e+00,-4.668154721354461079e-01,-1.176712821039978429e+00,1.242200385383718242e-01,2.422346717717775433e-01,7.098182553605635048e-02,-3.417907301508642942e-02
2.516000000000000014e+01,-1.773390267919735308e+00,-1.452609889794290066e+00,-9.233111888236131826e-01,-2.311854626779605848e+00,-2.040925219613733521e+00,1.597809096122230210e+00,8.122706956267339296e-02,1.890035586730041794e+00,-9.282556172748990253e-01,-1.006084072481745917e+00,-6.815583633581034917e-01,1.547442852285468295e-01,5.730695043615624540e-01,-1.796468528802807940e+00,3.131964290769808645e-01,2.331530695126512676e+00,-5.291940515252203880e+00,2.343667037503124995e+00,-3.815222911467959221e+00,-2.719893752803813403e+00,-2.026051571673438190e+00,1.085203443294208148e+00,-4.127712506924172131e-01,-1.131377419337802559e+00,1.906705248626092697e-01,2.600431267002679125e-01,6.606387829702196901e-02,-1.022539940773492667e-01
2.517999999999999972e+01,-1.735568665270564415e+00,-1.472707081285780983e+00,-9.435515270367316187e-01,-2.326806551577340176e+00,-2.038664389297709434e+00,1.609213198113740306e+00,4.182930920872501152e-02,1.931292084894182359e+00,-9.546264911399325870e-01,-1.022005151114435240e+00,-6.601109378623930546e-01,1.662013871639947127e-01,5.456018455459075156e-01,-1.821058180428191786e+00,5.958771456592666382e-01,-6.654371906265810210e-01,-2.798171637331445805e+00,1.039663117843403262e+00,5.892026826681890928e-01,-6.758466312662258169e+00,2.495768937139426313e+01,9.994067135323589923e-01,-3.752176211208340106e-01,-1.076862554060248556e+00,2.214463147423408607e-01,2.671856891390784194e-01,1.104676969550429932e-01,-2.374478015163918737e-02
2.519999999999999929e+01,-1.696726186383168189e+00,-1.490634204057939227e+00,-9.645834017047847375e-01,-2.339429208236144753e+00,-2.035542839613310839e+00,1.620620850687663594e+00,5.982987326980821266e-03,1.970903468233745404e+00,-9.548520116596606044e-01,-1.060046421951184037e+00,-6.393133246993247809e-01,1.649334187995236678e-01,5.648251911482907728e-01,-1.823831592214675945e+00,2.521231287718078917e+00,-1.261226491189070265e+00,7.575076907222912936e-01,5.666291779474164070e-01,3.006924632638329875e+00,1.120370323294085813e+00,-1.869025888032496496e+01,9.479742083982406475e-01,-2.857110329699814044e-01,-1.027221964458854719e+00,2.381503228741966294e-01,3.069161218258574242e-01,1.276005321366162348e-01,-9.649844604156203320e-02
2.521999999999999886e+01,-1.656156554752177268e+00,-1.510543624886927949e+00,-9.859298568497705251e-01,-2.352407037555015457e+00,-2.031941433172401279e+00,1.632587851924758748e+00,-2.957445308149818375e-02,2.003292051143716446e+00,-9.606917237064295234e-01,-1.080704234288780263e+00,-6.285722338378091356e-01,1.843109158319076180e-01,5.393813257196038435e-01,-1.807329871444741443e+00,6.528446525027351566e-01,7.148392330923047933e-01,-2.739388337878224888e+00,4.603241523602167318e-01,3.399188096172924389e+00,-6.404409970699311394e+00,6.267305391288879868e+00,8.526461203692593527e-01,-2.117175028886399135e-01,-9.706526933421119052e-01,2.745326134383493377e-01,2.964422850413570010e-01,7.671768394655129053e-02,-3.820979571916782030e-02
2.524000000000000199e+01,-1.615120716884220098e+00,-1.529679036160983996e+00,-1.007250565534765441e+00,-2.364457310578117699e+00,-2.026920616201540959e+00,1.642433472049906973e+00,-6.593837686878449567e-02,2.057528554438190049e+00,-9.799534381942370809e-01,-1.099750372192781711e+00,-6.084059345512535799e-01,1.876649090830237732e-01,5.726375594001639202e-01,-1.772859755682476557e+00,2.869524238017484574e+00,-6.310646010705871056e+00,4.661593538133074865e+00,-1.617647452050475332e+00,3.635441008132601404e+00,6.604710740751955633e+00,1.602831862367431270e+01,7.466953008368742983e-01,-2.056414091856629267e-01,-9.093769478405722140e-01,3.045960567400603503e-01,3.121872565341202721e-01,1.220169687659412999e-01,-2.472845748228890209e-02
2.526000000000000156e+01,-1.574665252886126687e+00,-1.549365861018679791e+00,-1.030848131707787552e+00,-2.376989677013511493e+00,-2.023809734595488852e+00,1.653847678710287816e+00,-1.010047725288465287e-01,2.091172905871730769e+00,-9.754556360300562501e-01,-1.123964475036762334e+00,-5.718898667444981543e-01,2.104078134365129915e-01,5.487002779154377397e-01,-1.785342335845197193e+00,1.800858341206388324e+00,-2.049323640078234643e+00,1.746218818494127856e+00,-8.599571800526986110e-01,1.305341298192644039e+01,-8.329524772117835596e+00,-5.985493015088169777e+00,6.917126069216587014e-01,-1.666405596628587615e-01,-8.823141003190138054e-01,3.025831302830668812e-01,3.060516175657127524e-01,1.337390535123530455e-01,-7.184053841550291919e-02
2.528000000000000114e+01,-1.532036933832405579e+00,-1.568825842948939453e+00,-1.052932072567683397e+00,-2.387267430481615715e+00,-2.018842792837230338e+00,1.664198185576512445e+00,-1.360484585104900501e-01,2.123592409222350152e+00,-9.881385930658471706e-01,-1.142317524214215396e+00,-5.380550260060480428e-01,2.201131949464409931e-01,5.065131952170276453e-01,-1.748124302862325452e+00,-5.714287502614077141e-01,2.220295628104348662e+00,-3.815743742732557564e+00,2.339878711631481867e+00,7.495682870712742307e+00,-5.857939155605913051e+00,-8.557774734368067016e+00,5.745024395595130784e-01,-7.615008826991784274e-02,-8.593887612458740444e-01,3.578456232457746800e-01,2.592479606579125018e-01,1.504404647590769639e-01,-5.382643014728970277e-02
2.530000000000000071e+01,-1.488619985608540253e+00,-1.588682661765859150e+00,-1.075941894590568992e+00,-2.398515208137474986e+00,-2.015378779059828318e+00,1.675204320541395120e+00,-1.725240600492098653e-01,2.153750773984989486e+00,-9.966804016085274442e-01,-1.165068911883904379e+00,-5.077280672057400412e-01,2.234113268128184449e-01,5.456573078382739306e-01,-1.739126189923558607e+00,1.156181532016415714e+00,-1.659861643971015432e+00,4.301019665792115143e-01,4.289394815268973704e-01,4.621394091337861276e+00,-1.518508380957738657e+00,1.353462171050980523e+01,4.853357871164839521e-01,-7.440141904883336432e-02,-7.696904339742457468e-01,3.131014019216977196e-01,2.684021138104193960e-01,1.455267717225283142e-01,2.362739610735431831e-03
2.532000000000000028e+01,-1.445924652512774911e+00,-1.609085082540074874e+00,-1.098556638923632089e+00,-2.408360219132436697e+00,-2.009532415280822715e+00,1.683675287720177272e+00,-2.070174085303901068e-01,2.181457943628229756e+00,-1.003541275539772570e+00,-1.172662966340838553e+00,-4.890384215860957839e-01,2.423855485324817316e-01,5.254763577645238382e-01,-1.726458762462854013e+00,1.526688243988469251e+00,2.473982528452255636e+00,-2.299471088361717097e+00,2.434624893295863846e+00,1.419881624393232844e+00,7.550663766409222433e-01,-7.098296646338865479e+00,3.684217781355714760e-01,2.324535989468701561e-02,-7.513529469085903356e-01,3.414474219537349531e-01,2.655858965606536781e-01,1.644280757819180372e-01,-5.121574157496279478e-02
2.533999999999999986e+01,-1.401495896903143024e+00,-1.628955469520722676e+00,-1.122820375097665302e+00,-2.416783952157073756e+00,-2.004832585052505944e+00,1.695566968813006170e+00,-2.411462287761564072e-01,2.215173904366516844e+00,-1.005954182073532044e+00,-1.184438614097514719e+00,-4.652007722498359144e-01,2.555409099444466148e-01,5.242909491034722924e-01,-1.738582490425567784e+00,-6.825705369507389930e-02,-3.944216187615643854e+00,2.175339339846006581e+00,-2.732078600512687361e-01,6.854817554898474441e+00,-4.461285333989303936e+00,6.626751338028480376e+00,2.665365652535253704e-01,4.151942983085667171e-02,-6.973039826736254776e-01,3.333844385365008489e-01,2.579570992935874552e-01,1.689550407822873190e-01,-2.304395097219036348e-02
2.535999999999999943e+01,-1.357045746644564455e+00,-1.649222563305468681e+00,-1.147087894315693912e+00,-2.425147826588322619e+00,-1.999975515334336151e+00,1.705964129590366030e+00,-2.766122507580560663e-01,2.239747840894100506e+00,-1.000871630032104775e+00,-1.205526973964881510e+00,-4.266383010976386725e-01,2.449531430204796578e-01,5.300492493001442984e-01,-1.774885110583722225e+00,1.245437856001308186e+00,2.721498203540759775e+00,-4.227322959690502202e+00,4.113843585492723776e+00,-4.742452424650818621e+00,6.743220834906989758e+00,-2.940448529964259450e+01,1.834979739801798071e-01,1.223584794792952346e-01,-6.398014469969552920e-01,2.911313144564490751e-01,2.504905903180144611e-01,1.889869828258826101e-01,-5.430371961245981927e-02
2.537999999999999901e+01,-1.312333093098072556e+00,-1.669732577627614178e+00,-1.170787116696749619e+00,-2.433418246809817997e+00,-1.995252641154040774e+00,1.716345520860214746e+00,-3.099992564926973282e-01,2.262651634698594982e+00,-1.014691020128684285e+00,-1.224316339681264632e+00,-3.918986443222108318e-01,2.563662956280283733e-01,5.210917531255369051e-01,-1.660349055157676945e+00,1.821851381376066614e+00,1.655000188855651588e+00,-2.455646224305843450e+00,2.126291755511734660e+00,-8.768116150057646552e-01,-2.701729655753383863e+00,2.023127345862579674e+01,8.270555137998802930e-02,1.715330488225280670e-01,-5.805857642388717599e-01,3.041260565096104429e-01,2.285324844912448028e-01,1.838231578497162844e-01,3.740889297036834212e-03
2.540000000000000213e+01,-1.266678860252968164e+00,-1.689364092143199825e+00,-1.195152544256842697e+00,-2.442077380103943707e+00,-1.990352355091733028e+00,1.727058597033836351e+00,-3.438918213166432536e-01,2.287107037114553876e+00,-1.013035648984058401e+00,-1.238546702844701475e+00,-3.489839410782826779e-01,2.543021986482931762e-01,5.362215409853681169e-01,-1.676620930111548002e+00,2.986340460283336551e+00,1.625402591701202271e+00,-1.003730022971117464e+00,2.982997825111791901e+00,-4.365068829548749640e+00,-7.341850760056296554e-01,7.556127141253612400e+00,-7.473051879983932597e-03,1.938716698731398624e-01,-5.493559060443448105e-01,2.644670049178818871e-01,2.367836910318646959e-01,1.678512244411978216e-01,1.968230837040728029e-04
2.542000000000000171e+01,-1.220828720665841471e+00,-1.709305004085472257e+00,-1.220972384782503140e+00,-2.446999571207271629e+00,-1.984583279272287726e+00,1.736729752412141892e+00,-3.766827269149538582e-01,2.305408861078100280e+00,-1.025198142540337809e+00,-1.249686514469058540e+00,-3.168689401792537663e-01,2.905744302841508642e-01,5.308762368875051818e-01,-1.663026402010087557e+00,3.197863753274046150e+00,2.496298492262185309e-01,-4.120646805169933535e-01,2.945169491690638353e+00,-8.176789716721069468e+00,9.009208205135591285e+00,5.689011315977740679e+00,-9.438537913182547257e-02,2.753701476632773315e-01,-4.682542153243407501e-01,2.446149535225550786e-01,1.977200475368016408e-01,2.357498161646242596e-01,-1.740975937194777588e-03
2.544000000000000128e+01,-1.174306648712883039e+00,-1.730493744782015675e+00,-1.245952162258789020e+00,-2.453772802757162363e+00,-1.978317987418376278e+00,1.747550261242861280e+00,-4.104186243188183703e-01,2.329961018154814933e+00,-1.029394912035942911e+00,-1.257327865063433192e+00,-2.781341109899115871e-01,2.852104256593769871e-01,5.123028384528734991e-01,-1.652188692263595104e+00,-4.822593596895642931e-01,1.908791012311745083e+00,-2.511221709415911718e+00,2.536908638107281622e+00,4.035525390079201635e+00,-7.632792424734703651e+00,-1.608811812169147260e+01,-2.064802023130287156e-01,3.198906786679964753e-01,-4.518444774141059384e-01,1.737366719874642584e-01,2.274641541641551634e-01,2.123359599536856768e-01,-3.357175593262669289e-02
2.546000000000000085e+01,-1.127731090402450898e+00,-1.751040236182011212e+00,-1.271091549771739215e+00,-2.458970984266771520e+00,-1.972858186487871368e+00,1.758131006029665322e+00,-4.414316499933938487e-01,2.354494145758757817e+00,-1.034559156301614546e+00,-1.267882410600890131e+00,-2.495942458382069684e-01,2.959018705146065908e-01,5.207084060813289561e-01,-1.566070894406333291e+00,3.558325221043169506e+00,-3.810515595726035709e+00,3.151800752849526432e+00,-3.763592874590186543e+00,4.251604945188744544e+00,6.435832387365674201e+00,4.149082069073578793e+01,-3.118750924610206310e-01,3.415804832803702729e-01,-3.512034809405844005e-01,1.544356360787267346e-01,2.496684977038214626e-01,2.193726301404131385e-01,-8.433782002407696349e-03
2.548000000000000043e+01,-1.081365076595294461e+00,-1.772220804879226286e+00,-1.297110058398283305e+00,-2.463474990352315430e+00,-1.965997536470673879e+00,1.767719416527654630e+00,-4.749098366654364023e-01,2.370594971934572914e+00,-1.028855268721130756e+00,-1.288648016646307015e+00,-2.074174918253515187e-01,3.046323041534740872e-01,5.322643783747943447e-01,-1.622637606010913336e+00,4.960160971782031636e-01,2.824500397498724613e+00,-3.593947971936124031e+00,3.133456010513445911e+00,1.135990120862685915e+00,-3.266786266274932071e+00,-1.032144150621708611e+01,-4.167337988946421823e-01,4.078356501085061980e-01,-3.609275087904911250e-01,1.294468314007204413e-01,1.979286841702084521e-01,2.035955829212425239e-01,-2.247511293684290035e-02
2.550000000000000000e+01,-1.032832158136476330e+00,-1.792965158236652590e+00,-1.322265216224084439e+00,-2.466469525775970784e+00,-1.960643002856021555e+00,1.778299003241091469e+00,-5.069321858732809272e-01,2.379577507955556559e+00,-1.040377024083567914e+00,-1.289241300706039040e+00,-1.683793001683296653e-01,3.132011710499823520e-01,5.072937038926600417e-01,-1.602185214305358985e+00,1.210456022856651659e+00,1.094113118953469188e+00,-2.150218286103347864e+00,2.934325549760227858e+00,-6.213165639434844678e+00,3.882939395243993008e+00,5.713669232629237094e-01,-5.098164180502610110e-01,4.498431357870870118e-01,-3.113092271947861533e-01,4.359771938298309668e-02,1.773690366790358353e-01,2.148513825178154091e-01,-2.717287432355870030e-02
2.551999999999999957e+01,-9.856791290304617315e-01,-1.813230254249643902e+00,-1.348098468688101903e+00,-2.470772606729238152e+00,-1.954729750585115333e+00,1.788908917131836196e+00,-5.382658755783518156e-01,2.391906869832017613e+00,-1.031538283898573827e+00,-1.300737051849436554e+00,-1.309841634749090433e-01,3.081289244874743649e-01,5.292785552892531609e-01,-1.551854516205843915e+00,1.943738693749458291e+00,3.248236477772833197e+00,-4.099878857626196194e+00,3.015370991651799670e+00,-8.120045619692239924e+00,8.323747357660373325e+00,1.123164791778203586e+01,-6.074505018837815795e-01,5.115616343599294069e-01,-2.616970716128215191e-01,4.107227653394884825e-03,1.643850565254623974e-01,2.247375387895992893e-01,-1.364155703250787346e-02
2.553999999999999915e+01,-9.369378705937129181e-01,-1.834056362448505118e+00,-1.374977661368134152e+00,-2.472284849478307844e+00,-1.948418767907429627e+00,1.800435295409834824e+00,-5.688768043101095628e-01,2.404974299908396063e+00,-1.031034173364214324e+00,-1.306609591611038956e+00,-1.055327929439012352e-01,3.271357721272589725e-01,5.310561025552034131e-01,-1.537927783353117528e+00,9.126741729090486199e-01,2.786231402669352430e+00,-2.620037714849145605e+00,1.631688978231454312e+00,-2.060013958953959889e+00,4.196899733823151735e+00,-4.159972157289500316e+00,-7.102392375637222033e-01,5.505666393728378960e-01,-2.084896799141802703e-01,-6.832915332665895347e-02,1.630014927235354238e-01,2.252526831582081779e-01,-3.955677130063908059e-02
2.556000000000000227e+01,-8.887581599680330902e-01,-1.853748212596808109e+00,-1.400746734314527675e+00,-2.473531974347507045e+00,-1.942564314804868353e+00,1.810592921845364689e+00,-6.000984333072879595e-01,2.422683754488044183e+00,-1.025635465735393881e+00,-1.303399282925315594e+00,-6.306324346322005059e-02,3.188446760144332814e-01,5.269868181556772724e-01,-1.493328520352043443e+00,1.040216326738277575e+00,2.757771219477347380e+00,-2.437698434124063951e+00,1.162161269157813148e+00,-1.216894258188581102e+00,-4.338439037339440141e+00,1.415017557325115938e+01,-7.914756445770850801e-01,5.694022161712248842e-01,-1.874696048053576813e-01,-9.913767411358372084e-02,1.579680083975207594e-01,2.124702868343402717e-01,-2.096718122794694050e-02
2.558000000000000185e+01,-8.400535623525993145e-01,-1.874954634438309675e+00,-1.426402405190494438e+00,-2.474926163813151003e+00,-1.935863749089228314e+00,1.820822331082695200e+00,-6.303078891514173332e-01,2.429853713431675999e+00,-1.024047274804589680e+00,-1.301310042738183181e+00,-2.182850835842498408e-02,3.466959963045622151e-01,5.428540046410368358e-01,-1.521505463796792190e+00,1.255092053561613907e+00,1.722159291961845362e+00,-1.410488213341969832e+00,7.143438814159807082e-01,6.616832589782883467e+00,3.203493447750991319e+00,-1.814093616262992015e+01,-9.104585431269258677e-01,6.331163739289235037e-01,-1.445237316701198649e-01,-1.830867697301988839e-01,1.693455674173616754e-01,1.823333725031830166e-01,-5.859703972621831125e-02
