t,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
1.156000000000000050e+01,-2.669889726898766913e+00,-5.575597689374439669e-01,-7.004770066713332799e-01,-1.902881218681019115e+00,-2.167038172445384880e+00,6.991371002504210841e-01,2.033585297065119146e+00,-1.734465459766840745e-01,-9.820178002541812834e-01,5.287702138111338712e-01,2.133123155200542520e-01,1.822826203560651004e-01,1.031466784485369326e+00,-1.350442632942592258e+00,1.812021443190017900e+00,1.951684840225694106e+00,-3.053464608163504845e+00,8.875592339940444053e-02,-2.640568794316088486e+00,-5.095279860949772477e+00,4.308192244834791573e+00,1.584341111658623236e+00,-2.480295354166293653e-01,-8.398738033424941740e-01,-1.137455117175558250e+00,1.294449118312193392e-01,2.888246486304129820e-02,-2.176574248723889271e-03
1.158000000000000007e+01,-2.672491222726740556e+00,-5.775753505242020580e-01,-6.889770334514594419e-01,-1.898111340226831034e+00,-2.163406319408764045e+00,7.193772365660887624e-01,2.006105598650973043e+00,-1.385193659861825577e-01,-9.678287566475254344e-01,5.026595047256910975e-01,1.992354970233509159e-01,2.095822727004690023e-01,9.947131623748342033e-01,-1.367971804508476774e+00,1.329051939656090919e+00,1.690738109732253358e+00,-2.516607279662136154e+00,-4.206755333280180476e-01,-1.873018652324582423e+00,-4.660884222024111456e-02,1.111365530885805164e+01,1.566367988074304662e+00,-2.857296599768066048e-01,-8.525125569723246421e-01,-1.143436572280742469e+00,1.024974745023560091e-01,6.914534426733999484e-02,-3.186051567849172705e-02
1.159999999999999964e+01,-2.675202809517518432e+00,-5.972688394850722560e-01,-6.802684515181939284e-01,-1.894473448292003370e+00,-2.159799363960174023e+00,7.391346541113794633e-01,1.977594707108414118e+00,-1.038980190538390108e-01,-9.585101486931955073e-01,4.959951358868856519e-01,1.691311455165858402e-01,2.162691031901512739e-01,1.023638411569375073e+00,-1.414681375888240833e+00,6.618291522369627700e+00,-7.350823927324239726e+00,9.647144361780704003e+00,-2.712353255856006840e+00,1.364396230330299498e-01,1.463985862855323283e+01,9.477233169753628061e+00,1.587855061577309046e+00,-2.978840179515430675e-01,-8.569354989319269977e-01,-1.169209925584907106e+00,5.112868939371766064e-02,4.930897942619071744e-02,-4.750437627546291557e-03
1.162000000000000099e+01,-2.676840714021702095e+00,-6.154601806274543341e-01,-6.705284186977922278e-01,-1.891434754677113972e+00,-2.155633864335319672e+00,7.591756974932947211e-01,1.949092217712593333e+00,-7.007295497224920455e-02,-9.347336475055955107e-01,4.563846579866285835e-01,1.571559040760934778e-01,1.742837505881717763e-01,1.024449409614627271e+00,-1.448264716727194257e+00,3.150737991100047708e+00,-2.876694169596664352e+00,2.922257163993415841e+00,-2.558995152744428569e+00,-3.242651462189903633e+00,1.048876490076550283e+01,-1.508677308125984950e+01,1.553391102943824320e+00,-3.262667726033929849e-01,-8.751308271377815640e-01,-1.176434223215957919e+00,9.906229275583181004e-02,6.432614170251098329e-02,-4.211700123159732578e-02
1.164000000000000057e+01,-2.677562677390370016e+00,-6.350656208346504572e-01,-6.622351132740628143e-01,-1.888910831231195298e+00,-2.152696405651820744e+00,7.797876742513167869e-01,1.920279281663811233e+00,-3.605969322494637780e-02,-9.151206911065531413e-01,4.300133011233135405e-01,1.235962128232146601e-01,1.849221538493329431e-01,9.710899000575257123e-01,-1.442275232339876645e+00,1.106365860972637227e+00,3.237221797822762426e+00,-3.661616288655143325e+00,-1.353940291890016523e+00,1.892529209831369519e+00,-1.248359126838534827e+01,1.349097844715672778e+01,1.564503305001648137e+00,-3.473279460624935644e-01,-8.737836187728313941e-01,-1.198635075096076585e+00,7.845847496086749695e-02,3.376393658305128914e-02,-1.940551441643047909e-02
1.166000000000000014e+01,-2.678861425221982451e+00,-6.522750979749702971e-01,-6.530899014920178436e-01,-1.887014017718712688e+00,-2.148287456816451613e+00,7.991607623996864751e-01,1.891339745627185431e+00,-1.212948297633771426e-02,-9.132023543054764714e-01,4.147447440681157338e-01,9.872114193372731605e-02,1.684784164410049467e-01,1.013081281860498395e+00,-1.487561362696992129e+00,1.153310261948851778e+00,3.260578422458633163e+00,-4.440280122650136718e+00,3.756224791873334912e-01,-6.081702988674624777e+00,-1.775360418860097100e+00,-1.769848511781894285e+00,1.570690858757118447e+00,-3.462524613512659721e-01,-8.941171574278361511e-01,-1.197749549035081351e+00,3.901292026914204847e-02,-1.403605857282481939e-02,-3.976612142066601741e-02
1.167999999999999972e+01,-2.678159671195474711e+00,-6.702610865707302468e-01,-6.450690527861392409e-01,-1.884998850906698609e+00,-2.145450963181076087e+00,8.195091723039614751e-01,1.859954504685480847e+00,8.356091976813976446e-03,-8.974223431023116149e-01,3.935008262219195085e-01,6.691338599757122585e-02,1.772158399176821941e-01,1.007070154518272753e+00,-1.530074426394372189e+00,-7.549349023883773491e-01,1.226286855661255393e+00,-2.133937074197937989e+00,-3.973993518300044325e+00,9.459369369340192790e+00,-4.536858856746949775e-01,1.975262783199926153e-01,1.579397556027350324e+00,-3.635812604050979724e-01,-9.143153096093215026e-01,-1.197631422215147179e+00,6.511934332303488671e-02,-2.319976774509632279e-03,-1.866317288198384231e-02
1.170000000000000107e+01,-2.678624014976545009e+00,-6.886631228397469551e-01,-6.371071828667371761e-01,-1.884458205453529933e+00,-2.141645261296788672e+00,8.401593925574648569e-01,1.830349363247972372e+00,3.349617231190563094e-02,-8.804840313731023826e-01,3.560496876185183512e-01,5.584001443234309220e-02,1.449223510984780083e-01,9.909571709061153477e-01,-1.520722257063553240e+00,4.660138838438143694e-01,3.146775134106310823e+00,-3.941360000858802337e+00,2.077154723664761948e-01,-5.188536555447742060e+00,-2.365623581471554715e+00,-3.474079699948163569e+00,1.580827495810763761e+00,-4.177135567784102665e-01,-9.289170920836922196e-01,-1.167049635118073470e+00,6.055860404668107072e-02,1.490169113078720388e-03,-3.429964750317366501e-02
1.172000000000000064e+01,-2.678042896896007274e+00,-7.057809223803086507e-01,-6.303453669169412077e-01,-1.883391068643848421e+00,-2.138395852521243867e+00,8.587701901247264402e-01,1.799446263006067470e+00,5.119765068827273474e-02,-8.576193111414435188e-01,3.159857041830351210e-01,2.280329734794361851e-02,1.500435747626689131e-01,9.760836832329513602e-01,-1.542781896495222460e+00,-9.154134111300990528e-02,4.382353624241833501e+00,-6.069028438439969086e+00,3.523918530011354022e-01,6.362626882089798819e-02,-1.139352449245441612e+01,1.090781032038263376e+01,1.641021597038359037e+00,-4.632016618917950135e-01,-9.303855042583197843e-01,-1.185025288439464530e+00,5.794028865193592143e-02,-4.646728018216940426e-02,-3.759004088851342767e-04
1.174000000000000021e+01,-2.675648106404001858e+00,-7.218860054517978186e-01,-6.247711338629882150e-01,-1.882216730749990186e+00,-2.137170271463181059e+00,8.783825978062035356e-01,1.767564355652492480e+00,1.057553251138008549e-01,-8.606012808239357215e-01,3.130225944579997366e-01,6.998797620229693303e-03,1.354929348990412119e-01,9.924790952145129408e-01,-1.590523068843546550e+00,5.342501096873321309e+00,-4.537423249298790928e+00,5.037598202062305575e+00,-8.009861321980308313e-01,-6.114004926046329835e+00,4.611645807274520337e+00,-5.945769054242440177e-01,1.619872634622208318e+00,-4.752051394152575492e-01,-9.555525438824449269e-01,-1.183106454963155585e+00,3.039691385746146057e-02,-1.991121680349379128e-02,-1.467694757604341010e-02
1.175999999999999979e+01,-2.673094075924604685e+00,-7.396687027199807529e-01,-6.179646899738319155e-01,-1.883076770729578797e+00,-2.133033102640479850e+00,8.986830484539394259e-01,1.736075193496673608e+00,1.535417804633348315e-01,-8.617477028072915157e-01,3.041788725178742880e-01,-9.277440172813074259e-03,1.378030451642478782e-01,9.763795671058377312e-01,-1.646098611713979309e+00,3.723139263669198673e+00,-3.050434734688252991e+00,3.020693490318761665e+00,-1.213315911130958158e+00,-1.546118975141595353e+00,8.341211107901591149e+00,-1.689686799852744059e+01,1.610623247762008603e+00,-4.646159628149933440e-01,-9.795898774321715186e-01,-1.205282055772620708e+00,3.393599059068252294e-02,9.470663428127613914e-03,-5.900472275965087943e-02
1.177999999999999936e+01,-2.669449837257164226e+00,-7.574612954131675346e-01,-6.134138603477464757e-01,-1.881863211639293043e+00,-2.129682640862085474e+00,9.177042013498586392e-01,1.704184182185979335e+00,1.858207943439069143e-01,-8.339619942602364278e-01,2.600369533529722221e-01,-1.518240054478481663e-02,1.127413185122372319e-01,9.917652167925600226e-01,-1.634300446960275544e+00,5.195031733966737342e+00,-6.139519567749543327e+00,4.891989879737304925e+00,-2.360645706932721077e-01,-1.221607969744849953e+01,2.511329873840405824e+01,6.280809633615599630e+00,1.631919550862525492e+00,-4.998008916300173965e-01,-9.903205914743109517e-01,-1.231112606819137589e+00,2.982190640143928331e-02,2.166157798182083427e-02,-2.178737369095137474e-02
1.180000000000000071e+01,-2.665276837863928439e+00,-7.731920326500391072e-01,-6.080230632897870580e-01,-1.883342784542304305e+00,-2.127247563197859126e+00,9.364565704664570278e-01,1.671011856477139457e+00,2.229402964275118693e-01,-8.207329855585905332e-01,2.395409787357299369e-01,-4.481220582792565243e-02,1.436838124728192223e-01,9.579569399668398377e-01,-1.649308683336754955e+00,7.111292726309669243e-01,2.384539334442166147e+00,-3.111687641961937256e+00,-2.434735473621847390e+00,-2.453878072112645747e-01,1.103194381422614168e+00,-1.933742783247448926e+01,1.646756991350603716e+00,-4.885903082200472314e-01,-1.023091438574660561e+00,-1.243507081717018181e+00,-5.890934659776685123e-04,-1.427537479128799733e-02,-6.649653765280139073e-02
1.182000000000000028e+01,-2.660596862037849508e+00,-7.888350512477703136e-01,-6.035151254120365572e-01,-1.884601202456701596e+00,-2.125153289148848490e+00,9.555184081888254966e-01,1.638816185358449085e+00,2.588695700672283828e-01,-8.114252281736079597e-01,2.137040117582343357e-01,-7.015030391181219238e-02,1.227579745475791267e-01,9.589839212190054418e-01,-1.656308597908058955e+00,1.345088084715818644e+00,1.393393287583246209e+00,-2.442105518493985272e+00,-2.711860905365700569e-01,-2.972548209442475997e+00,-1.996409862644749733e+00,1.154093275504346394e+01,1.616410229696794598e+00,-5.432996952353525977e-01,-1.048099720879404062e+00,-1.259065314271538449e+00,1.544238110633875533e-02,-3.093573493447481296e-02,1.326093504970230277e-02
1.183999999999999986e+01,-2.655012323126824114e+00,-8.070894193035534903e-01,-5.984453663941636803e-01,-1.886482259882696466e+00,-2.122601336806252181e+00,9.750377607104452338e-01,1.604663178691472236e+00,2.939310561396121235e-01,-7.973566818249822052e-01,1.854560169910736134e-01,-1.097392214704178692e-01,1.419364169050825186e-01,9.551572324025874305e-01,-1.686111600904243835e+00,2.641320918986621580e-01,3.068485742879023981e+00,-3.397609172123330357e+00,-2.036238651193627014e+00,4.882306648606665966e+00,-6.985243778998393438e+00,-5.891718293299868847e+00,1.635306064852056318e+00,-5.829454456448575073e-01,-1.062980099721225313e+00,-1.231917363980265412e+00,1.568929290291709230e-02,-4.117794465168808649e-02,-4.466071582485865027e-02
1.185999999999999943e+01,-2.648645697702452395e+00,-8.217446171971684032e-01,-5.962281754761623587e-01,-1.889613924235901798e+00,-2.120452770982165891e+00,9.933185424264531216e-01,1.570232067346224003e+00,3.319879029521100589e-01,-7.939212077768865727e-01,1.648751531275272075e-01,-1.355624320745800193e-01,1.146582769505050531e-01,9.607437723246917693e-01,-1.707404297940363636e+00,3.172131089918756253e+00,-3.614206196955341177e+00,2.491907753785423729e+00,-1.032173591861233586e+00,-1.467602175716982815e+00,1.344250533162625239e+01,6.211273572801455423e+00,1.646143919562575775e+00,-6.079402615960242118e-01,-1.079959106567709215e+00,-1.253514457763649448e+00,-1.203065620238103622e-03,-9.490667425630030726e-03,-2.296568303395622040e-02
1.188000000000000078e+01,-2.641613590694141145e+00,-8.372291182094537820e-01,-5.922673343441058336e-01,-1.891528021136091198e+00,-2.117847887709286780e+00,1.013514521448670269e+00,1.536357883448047357e+00,3.655273186452865364e-01,-7.787036639919862058e-01,1.369711244983787546e-01,-1.657540580020635812e-01,1.189551251566543094e-01,9.145691943573800442e-01,-1.709236974325882397e+00,6.004534303396399930e-02,3.207221368303180498e+00,-2.881419274196230340e+00,-2.801259797353737646e+00,9.643053033918944195e+00,-1.813903030538739714e+01,7.871249563732428456e+00,1.653532620458527669e+00,-6.094700277376525754e-01,-1.107525885762217666e+00,-1.262122696853656523e+00,2.574809776760131341e-02,-5.878431210791043582e-02,-3.839006903660059644e-02
1.190000000000000036e+01,-2.633344438642176932e+00,-8.536021641931648141e-01,-5.895468442734046466e-01,-1.895510100474442572e+00,-2.115436186320556633e+00,1.032774775669552225e+00,1.502541958232334940e+00,4.107406569394886353e-01,-7.759624225606551740e-01,1.192250463574116848e-01,-2.018946198777214762e-01,1.243923532345032335e-01,9.237996058595756566e-01,-1.743169870432996538e+00,4.001277008064657359e+00,-3.722567789373737668e+00,4.711095957371924214e+00,-3.408008715629565089e+00,1.452300613362520210e+01,-3.422443293706857403e+00,1.432597929774640733e+01,1.673134805474985942e+00,-6.487854536629342750e-01,-1.109310456029270586e+00,-1.244993571757863737e+00,5.581212880738396775e-02,-5.921801041493693352e-02,1.791631449705604132e-02
1.191999999999999993e+01,-2.625244342698461519e+00,-8.682799774244753799e-01,-5.884687116184021960e-01,-1.899820742785399030e+00,-2.113254392578344465e+00,1.050901124368054163e+00,1.466548253065947494e+00,4.374074676012397189e-01,-7.710613538794243160e-01,8.599140090426606042e-02,-2.253992479969506579e-01,9.267067069731833862e-02,9.434077346734008884e-01,-1.763646162498193393e+00,1.907783938912504862e+00,-3.353145424054627677e-01,-1.227025565149566289e+00,-1.231949712836251987e+00,-3.669329880042746517e+00,8.056878452355707765e+00,-8.269819775477966317e+00,1.670843209570350485e+00,-6.762410133150758007e-01,-1.154680788903351463e+00,-1.236708936093043221e+00,1.315328927318071273e-02,-4.303357228188717243e-02,-4.476948597079351971e-02
1.193999999999999950e+01,-2.616219918432891589e+00,-8.834533789246115099e-01,-5.877954122732437225e-01,-1.904493764144819412e+00,-2.112516070789904887e+00,1.069632323912114158e+00,1.431671929905715235e+00,4.712334479286252598e-01,-7.624013679233274665e-01,5.646892070491446591e-02,-2.425197004172841286e-01,1.070181502331779833e-01,9.179831926505596096e-01,-1.752490870629848319e+00,1.343224601148503394e+00,-1.169083332163725952e+00,-4.886705505888402218e-02,-2.605854094362898277e+00,7.492795775601410746e+00,-1.609869293639961119e-01,3.510293863261049641e+00,1.671683352365408659e+00,-7.187406642170166560e-01,-1.183045084806735536e+00,-1.244157328961442266e+00,1.680776782535466085e-02,-8.571009134582156797e-02,-5.296069519310211970e-02
1.196000000000000085e+01,-2.605754403693166577e+00,-8.986712162100304324e-01,-5.865958318762074519e-01,-1.910184925717055782e+00,-2.109681728558251201e+00,1.087045742334374010e+00,1.397797221819675029e+00,5.145977332289659589e-01,-7.634726212960880609e-01,3.532225297160360156e-02,-2.597058623935116217e-01,9.128605924521639159e-02,8.830410161544339775e-01,-1.782162965636232776e+00,3.228726891665739673e-01,3.347133384978495663e+00,-3.974363819201935488e+00,1.721096746141499712e-01,3.059497398093939502e+00,-1.499546223337126527e+01,6.946864397573797589e+00,1.696839766178526832e+00,-6.912463626615670265e-01,-1.213625761024119010e+00,-1.229234815828449845e+00,3.676007823829079840e-03,-8.473527618912068959e-02,-2.878511367671067467e-02
1.198000000000000043e+01,-2.595701360165694194e+00,-9.143158152000809835e-01,-5.859023899468406293e-01,-1.914973172542725255e+00,-2.107602798051109172e+00,1.104915150891582876e+00,1.360594190230728362e+00,5.509083176873960097e-01,-7.649853593401494400e-01,1.221536668502092894e-02,-2.828576647423544643e-01,5.235824708737758099e-02,9.008911626790625515e-01,-1.768632630649017434e+00,2.732803276663354541e+00,-1.275189141331329878e+00,-5.233031635430833717e-01,-4.972923260975985471e-01,-6.940898478031060748e+00,4.964709198251589406e+00,-2.719453519924276197e+00,1.702193780248644428e+00,-7.318918589228357030e-01,-1.233846165039613529e+00,-1.176758314332906563e+00,1.821376105643111865e-02,-5.584258743885531923e-02,-7.548245712627524306e-02
1.200000000000000000e+01,-2.584173229824409113e+00,-9.290619616558229987e-01,-5.850354126155128398e-01,-1.920391763089339898e+00,-2.106786739449966639e+00,1.123211388489602891e+00,1.323615723372360220e+00,5.805291189887841208e-01,-7.543364059714365855e-01,-1.257554513562888707e-02,-3.202545114362591594e-01,8.739151509334498746e-02,8.737098764484947377e-01,-1.798412927932757643e+00,-8.307365573536631409e-01,4.628117578214640204e+00,-4.811648629189209991e+00,-2.502760442414670106e+00,9.029630734231149702e+00,-1.684733061083003136e+01,2.359214955326501162e+00,1.710251203898134564e+00,-7.285645388386285948e-01,-1.274231499008120938e+00,-1.181296620742002368e+00,4.069095711332281623e-02,-1.030262385074574155e-01,-5.049197016195526577e-02
1.201999999999999957e+01,-2.572425669883044108e+00,-9.447195230613553152e-01,-5.855323426496433781e-01,-1.927592527126542610e+00,-2.106068990388344719e+00,1.141032171883247459e+00,1.288684891994808179e+00,6.148415153616265671e-01,-7.434513375414718572e-01,-4.715998265285367697e-02,-3.432598795194631291e-01,9.789436716537357197e-02,8.515926074084534392e-01,-1.847130653358902697e+00,4.296145909991555545e-01,5.243947223859772855e+00,-5.122770689902209185e+00,-5.717691746828490462e-01,-2.772263181861999382e+00,-9.536263459888999705e+00,-3.692831890730131761e+01,1.724525697401512403e+00,-7.234887481447199731e-01,-1.299052236631782042e+00,-1.182489259743700227e+00,2.503862051954133458e-02,-7.250847217740052919e-02,-8.940246996287347370e-02
1.204000000000000092e+01,-2.558767950756247522e+00,-9.601554569714413345e-01,-5.862688482805261669e-01,-1.935043502559424589e+00,-2.102224188192339582e+00,1.158582268156965300e+00,1.252458426881454479e+00,6.632838620315556488e-01,-7.494251300633086865e-01,-5.476039373321779646e-02,-3.740131151429225143e-01,1.058155611499262960e-01,8.621045974818565272e-01,-1.818566213301652246e+00,1.765145012653672962e+00,-1.323037235042308080e+00,4.162170672506970148e-01,-2.454229708019163070e+00,4.672245890915872835e+00,5.700111773400474036e+00,-3.429208375635985018e+00,1.695248749447307635e+00,-7.603490460685715657e-01,-1.329351425903769313e+00,-1.126145807582587421e+00,3.905337960083747617e-02,-6.604755998761360769e-02,-6.091658591391008876e-02
1.206000000000000050e+01,-2.545755088350036388e+00,-9.740405578740032322e-01,-5.883110607850475793e-01,-1.941932239210222289e+00,-2.100220255875048014e+00,1.175124121272043576e+00,1.216595515674695482e+00,6.952888262029893740e-01,-7.445083677374977338e-01,-8.498400397715598353e-02,-3.913772478502938190e-01,1.015683461310755709e-01,8.585788655894087684e-01,-1.876885495154875683e+00,3.540499896118416423e+00,-3.138499174579206130e+00,4.569813711215026331e+00,-4.055219794888325069e+00,3.593345331317733482e+00,8.778562575947701507e-02,-2.923156212783301555e+01,1.740374130453266721e+00,-7.468532618243983734e-01,-1.346507217733579731e+00,-1.133362220535403697e+00,1.104148628909581813e-02,-6.702134422961160409e-02,-7.261846582495928848e-02
1.208000000000000007e+01,-2.530974848212537154e+00,-9.888091203586119038e-01,-5.917303709800311173e-01,-1.949922825848597219e+00,-2.099799751087275901e+00,1.192023494283423135e+00,1.178261149800411189e+00,7.271747678327112885e-01,-7.356799399993769750e-01,-1.237577203306834406e-01,-4.065837032912582027e-01,6.719531211110785218e-02,8.646871356156650146e-01,-1.858937738814407936e+00,1.667601720297410273e+00,1.752898274776141241e-01,-2.197104394736328015e+00,-2.740103531016145899e-01,-7.729072785461910122e+00,4.988536706517530561e+00,-1.116107624319018443e+00,1.765840821838883246e+00,-8.150243585614013186e-01,-1.378774632160752356e+00,-1.103603589295456766e+00,6.302222362502656050e-03,-9.229358455230417257e-02,-4.529396969319886973e-02
1.209999999999999964e+01,-2.517226214627367398e+00,-1.003859248515647007e+00,-5.948122114020152340e-01,-1.959152238150865255e+00,-2.099004375588264359e+00,1.208791069014618857e+00,1.140455784997635780e+00,7.634454981970507648e-01,-7.331759140812870168e-01,-1.549605754702181315e-01,-4.221167038807765448e-01,6.932201450581937374e-02,8.520262440169440454e-01,-1.827494367027382882e+00,3.117149558854555025e+00,-8.674066836573190997e-01,-8.085199537368175093e-01,3.322752968474142476e-01,-7.879744434365972161e+00,4.568677037034582611e+00,1.048176451989229996e+01,1.732866671125806501e+00,-8.117165112722984910e-01,-1.391243156543818360e+00,-1.097880072620504022e+00,3.499945618617365112e-02,-9.012355996084600585e-02,-8.371523006405663658e-02
1.212000000000000099e+01,-2.501189515411640585e+00,-1.018533734920948897e+00,-5.966167547767032842e-01,-1.967118821476125934e+00,-2.096519794658326052e+00,1.226314408662206867e+00,1.104309654411046893e+00,8.048418422646999026e-01,-7.347875700527585208e-01,-1.785622895070764216e-01,-4.467219372756524587e-01,8.970483732328915494e-02,8.389215383388713976e-01,-1.879183028822221324e+00,3.271372384016495882e+00,9.073669577768112005e-02,-1.704787458254881871e+00,2.235160885092174698e+00,-1.135323135443367981e+01,3.425783322294402300e+00,-9.118218051830382365e+00,1.764417609732003678e+00,-8.214989332246158682e-01,-1.422930510459513798e+00,-1.083850372567619180e+00,8.739605666370555206e-03,-6.528465389018021925e-02,-5.289613365379414872e-02
1.214000000000000057e+01,-2.485024408708547572e+00,-1.033250114993525148e+00,-6.013888212956730595e-01,-1.976768537805082104e+00,-2.095004654273293632e+00,1.242247374682238004e+00,1.066960199022381373e+00,8.335639474956996198e-01,-7.309838784786348853e-01,-2.137135787169206214e-01,-4.660867842836707853e-01,9.364573629761430151e-02,8.263820414850353568e-01,-1.871419330108911261e+00,3.583074481892557284e+00,-4.495744343938149257e+00,4.744096031722484064e+00,-5.999096263637540005e+00,1.269422159984029719e+01,-1.415357584875909236e+00,3.898002627679812093e+00,1.790725540631501689e+00,-8.838283159988695736e-01,-1.421262059898670493e+00,-1.063858198293872848e+00,5.221700890477538881e-02,-7.802312939524251589e-02,-5.640953708289183494e-02
1.216000000000000014e+01,-2.466947830603358760e+00,-1.047973734700685222e+00,-6.061774853040448052e-01,-1.986294803405480591e+00,-2.093391277519488280e+00,1.258870601447774407e+00,1.028572386415719242e+00,8.777735900200764885e-01,-7.214474802310367751e-01,-2.580687300341873991e-01,-4.741645453099697094e-01,6.885061749079550431e-02,7.832262326560761601e-01,-1.877550354984445891e+00,3.503216123463174236e-01,4.776080405815482877e+00,-5.182704245354223360e+00,3.231957941267900036e-01,3.997342681402120679e+00,-1.984090721807988444e+01,6.724151630996668239e+00,1.750946181674982505e+00,-8.589591721544291847e-01,-1.443966267258216751e+00,-1.040418527002985982e+00,6.660898402199158519e-02,-1.173538772301140065e-01,-3.038685896587355745e-02
1.217999999999999972e+01,-2.449000193996884178e+00,-1.062432483637046010e+00,-6.113300433943803514e-01,-1.995040327556194981e+00,-2.091613443509748649e+00,1.274400055840990920e+00,9.912993132914972305e-01,9.160478910187683788e-01,-7.218437733135827372e-01,-2.901575203052051966e-01,-4.970021550501880769e-01,6.073750476258749781e-02,8.007378619305511869e-01,-1.905096174610680926e+00,2.281432280738966867e+00,4.785009580699338683e-01,-2.310529445212060828e+00,-1.998611694867739874e-01,-3.032648740129456399e+00,1.505316914047763799e+00,5.497032870859493769e+00,1.766582898218979736e+00,-8.630448671727845023e-01,-1.459296382543326720e+00,-1.008166815953899009e+00,6.574435349177368271e-02,-8.289889568053494806e-02,-3.232855165621176252e-02
1.220000000000000107e+01,-2.430076796079037926e+00,-1.076824797608939788e+00,-6.176982394803270937e-01,-2.005814824086755710e+00,-2.090914000118295757e+00,1.289858700668965241e+00,9.528209833592031774e-01,9.637825578260237336e-01,-7.415016161974311570e-01,-2.975287107039111811e-01,-5.301881854999804800e-01,8.276589370259579415e-02,7.882152303883045441e-01,-1.880814799515506230e+00,5.572847657987582970e+00,-7.657769339533865072e+00,6.406892675601667086e+00,-3.932657802995611185e+00,2.737507937247813938e+00,1.695752242650968356e+01,1.534402699633163891e+01,1.756251668970742141e+00,-8.633337938151827151e-01,-1.453468865578312785e+00,-9.943580883139568893e-01,5.014705253108150268e-02,-2.783589158833005284e-02,-6.108360108889530904e-02
1.222000000000000064e+01,-2.411138170239193634e+00,-1.091797557489688542e+00,-6.243839517695812802e-01,-2.016159743160013118e+00,-2.088478452212422010e+00,1.306966034817201860e+00,9.149888393748178972e-01,9.932409830310342524e-01,-7.351955653018216186e-01,-3.428773521216104125e-01,-5.471430871417751751e-01,8.143261561843165297e-02,7.687127791388477238e-01,-1.867101693501578952e+00,7.805890590186475020e-01,1.117552572891789442e+00,-1.650299324075220397e+00,-3.123907945471420700e+00,7.785169975303092293e+00,-1.021695858606557294e+01,-1.053568253253281267e-01,1.757275622612115118e+00,-8.682546325655777775e-01,-1.459736147189456323e+00,-9.331112389315409095e-01,7.611825207442167451e-02,-7.562950816885700978e-02,-9.000924728730277935e-02
1.224000000000000021e+01,-2.389989421936770331e+00,-1.105779193163357821e+00,-6.306250048810526643e-01,-2.028656143551847091e+00,-2.087250831838128207e+00,1.321964180288879964e+00,8.779206686870870691e-01,1.026471514287809805e+00,-7.421739253765515798e-01,-3.769632306750693163e-01,-5.676434406272266031e-01,8.334711143071318884e-02,7.657692800056851157e-01,-1.893629999870207525e+00,3.588069139480549730e-01,2.284131165109068107e+00,-4.438858601518197666e+00,-9.075826119461587183e-02,3.434164127336460925e+00,-3.586964606837107272e+00,8.186601197569121524e+00,1.781901874001409425e+00,-8.471306859592037108e-01,-1.497065249245826735e+00,-8.916061813061177954e-01,1.062935734314202074e-01,-8.612054400701946166e-02,-6.523515581313805989e-02
1.225999999999999979e+01,-2.368451174429960115e+00,-1.120650608273663584e+00,-6.389763760145912297e-01,-2.040150666133465851e+00,-2.085548399707588541e+00,1.337407498350072999e+00,8.399978525856848233e-01,1.059457109412850651e+00,-7.393545617258767688e-01,-4.117866166615343215e-01,-5.838574660380017045e-01,7.317668666840429492e-02,7.363723298754879520e-01,-1.932000935986237566e+00,5.128224785215258485e-01,1.286495743786713053e+00,-3.748490445601158072e+00,-8.456997072892673550e-01,-1.209838654932019031e+00,-4.547907275117571757e+00,3.922138030549524590e+00,1.798479947877813956e+00,-8.836609268749883173e-01,-1.506169403712494859e+00,-8.631269025573755638e-01,8.769994054030243180e-02,-7.027220291689953435e-02,-4.841346392879772309e-02
1.228000000000000114e+01,-2.347264618182437257e+00,-1.137287268297862308e+00,-6.476922616573068670e-01,-2.050997053125287017e+00,-2.083604570577349158e+00,1.351377517788142191e+00,8.006442092437124902e-01,1.111625060235366558e+00,-7.535591444768188207e-01,-4.341686236241231733e-01,-6.056368561638887371e-01,7.465328212708093047e-02,7.601528907579937488e-01,-1.909728584436636956e+00,2.275394363061994163e+00,5.319042630727946475e-02,-2.363356173084619538e+00,-8.507683085597019801e-01,-2.796661093998352499e+00,3.827986270294046367e+00,-5.067344103358609075e+00,1.797858590032384907e+00,-8.649391468058570398e-01,-1.488641837802211265e+00,-8.124393451141463940e-01,9.829596477901293705e-02,-7.137650922658832220e-02,-9.294355373171890589e-02
1.230000000000000071e+01,-2.325273845407023643e+00,-1.151513533876547202e+00,-6.563630312948559586e-01,-2.064536537226749680e+00,-2.082194349686222079e+00,1.366499452775480572e+00,7.630728397733597124e-01,1.146564363040714518e+00,-7.485842592305573806e-01,-4.714343990841344811e-01,-6.055157533533610525e-01,6.379180368760954678e-02,7.444807716023352784e-01,-1.947114448973303436e+00,1.334157761297757538e+00,1.852160096864457151e+00,-3.606869853322020703e+00,2.577091391698967393e-01,-4.084606864296554285e+00,3.784289373899686115e+00,-2.452666439184674019e+01,1.731740213919498839e+00,-8.647402579274221512e-01,-1.497589599362962653e+00,-7.896819062428422908e-01,1.278867964666869916e-01,-7.483316684331270396e-02,-1.170203710225363736e-01
