t,q1_des,q2_des,dq1_des,dq2_des,ddq1_des,ddq2_des,motor1_q,motor2_q,motor1_dq,motor2_dq,motor1_tau,motor2_tau,q1,q2,dq1,dq2,tau1,tau2
0.0005810260772705078,0.015776495435974702,-0.007466813560892405,-0.2471154061305847,-0.9095676491161697,-0.29197625830552887,-0.10498600270865843,-0.01277923583984375,0.01506805419921875,-0.122100830078125,-0.9645919799804688,-0.3213672637939453,-0.14407825469970703,-0.01277923583984375,0.01506805419921875,-0.122100830078125,-0.9645919799804688,-0.3213672637939453,-0.14407825469970703
0.0007688999176025391,0.015776495435974702,-0.007466813560892405,-0.2471154061305847,-0.9095676491161697,-0.29197625830552887,-0.10498600270865843,-0.01316070556640625,0.01316070556640625,-0.122100830078125,-0.9401702880859375,-0.2940177917480469,-0.124542236328125,-0.01316070556640625,0.01316070556640625,-0.122100830078125,-0.9401702880859375,-0.2940177917480469,-0.124542236328125
0.004315853118896484,0.014766755084989678,-0.011124936420212592,-0.2482872129088123,-0.909980585582816,-0.2919417812558492,-0.10441248609927266,-0.01354217529296875,0.01125335693359375,-0.1318683624267578,-0.9401702880859375,-0.3623924255371094,-0.10500621795654297,-0.01354217529296875,0.01125335693359375,-0.1318683624267578,-0.9401702880859375,-0.3623924255371094,-0.10500621795654297
0.0044934749603271484,0.014766755084989678,-0.011124936420212592,-0.2482872129088123,-0.909980585582816,-0.2919417812558492,-0.10441248609927266,-0.01354217529296875,0.00934600830078125,-0.1318683624267578,-0.9401702880859375,-0.34871864318847656,-0.09523773193359375,-0.01354217529296875,0.00934600830078125,-0.1318683624267578,-0.9401702880859375,-0.34871864318847656,-0.09523773193359375
0.008233785629272461,0.013760492462054585,-0.014770460044031725,-0.24945498377295824,-0.9103920998217273,-0.2919074229513524,-0.10384094478462272,-0.01392364501953125,0.00782012939453125,-0.1318683624267578,-0.9401702880859375,-0.376068115234375,-0.09523773193359375,-0.01392364501953125,0.00782012939453125,-0.1318683624267578,-0.9401702880859375,-0.376068115234375,-0.09523773193359375
0.008404731750488281,0.013760492462054585,-0.014770460044031725,-0.24945498377295824,-0.9103920998217273,-0.2919074229513524,-0.10384094478462272,-0.01430511474609375,0.00591278076171875,-0.14163589477539062,-0.9157524108886719,-0.33504295349121094,-0.10500621795654297,-0.01430511474609375,0.00591278076171875,-0.14163589477539062,-0.9157524108886719,-0.33504295349121094,-0.10500621795654297
0.012199878692626953,0.012761664981846457,-0.018389047371262037,-0.2506141261311362,-0.9108005734358249,-0.2918733185158675,-0.10327362651388987,-0.01430511474609375,0.00438690185546875,-0.1318683624267578,-0.8669090270996094,-0.33504295349121094,-0.09035396575927734,-0.01430511474609375,0.00438690185546875,-0.1318683624267578,-0.8669090270996094,-0.33504295349121094,-0.09035396575927734
0.01235342025756836,0.012761664981846457,-0.018389047371262037,-0.2506141261311362,-0.9108005734358249,-0.2918733185158675,-0.10327362651388987,-0.01468658447265625,0.00247955322265625,-0.1318683624267578,-0.8669090270996094,-0.33504295349121094,-0.10988998413085938,-0.01468658447265625,0.00247955322265625,-0.1318683624267578,-0.8669090270996094,-0.33504295349121094,-0.10988998413085938
0.01828622817993164,0.011230085540919806,-0.0239377072403606,-0.2523915287758079,-0.9114269176262975,-0.29182102354674816,-0.10240371352377525,-0.01506805419921875,0.00095367431640625,-0.1318683624267578,-0.8669090270996094,-0.33504295349121094,-0.1294260025024414,-0.01506805419921875,0.00095367431640625,-0.1318683624267578,-0.8669090270996094,-0.33504295349121094,-0.1294260025024414
0.018456697463989258,0.011230085540919806,-0.0239377072403606,-0.2523915287758079,-0.9114269176262975,-0.29182102354674816,-0.10240371352377525,-0.01506805419921875,-0.00057220458984375,-0.1318683624267578,-0.8669090270996094,-0.34871864318847656,-0.14896202087402344,-0.01506805419921875,-0.00057220458984375,-0.1318683624267578,-0.8669090270996094,-0.34871864318847656,-0.14896202087402344
